Project ID,Project Name,Registry,ARB Project,Registry + ARB,Scope,Project Type,Methodology / Protocol,Region,Country,State,Project Site Location,Project Developer,Total Credits Issued,Total Credits Retired,Total Credits Remaining,First Year of Project,Issued by Reporting 1996,Issued by Reporting 1997,Issued by Reporting 1998,Issued by Reporting 1999,Issued by Reporting 2000,Issued by Reporting 2001,Issued by Reporting 2002,Issued by Reporting 2003,Issued by Reporting 2004,Issued by Reporting 2005,Issued by Reporting 2006,Issued by Reporting 2007,Issued by Reporting 2008,Issued by Reporting 2009,Issued by Reporting 2010,Issued by Reporting 2011,Issued by Reporting 2012,Issued by Reporting 2013,Issued by Reporting 2014,Issued by Reporting 2015,Issued by Reporting 2016,Issued by Reporting 2017,Issued by Reporting 2018,Issued by Reporting 2019,Issued by Reporting 2020,Issued by Reporting Future Years,Retired 1996,Retired 1997,Retired 1998,Retired 1999,Retired 2000,Retired 2001,Retired 2002,Retired 2003,Retired 2004,Retired 2005,Retired 2006,Retired 2007,Retired 2008,Retired 2009,Retired 2010,Retired 2011,Retired 2012,Retired 2013,Retired 2014,Retired 2015,Retired 2016,Retired 2017,Retired 2018,Retired 2019,Retired 2020,Retired 2021,Retired Year Unknown,Project Owner,Offset Project Operator,Authorized Project Designee,Verifier,Estimated Annual Emission Reductions,Voluntary Status,Project Listed,Project Registered ,ARB ID,Active CCB Status,Project Sector,Registry Documents,Project Website,Issued 1996,Issued 1997,Issued 1998,Issued 1999,Issued 2000,Issued 2001,Issued 2002,Issued 2003,Issued 2004,Issued 2005,Issued 2006,Issued 2007,Issued 2008,Issued 2009,Issued 2010,Issued 2011,Issued 2012,Issued 2013,Issued 2014,Issued 2015,Issued 2016,Issued 2017,Issued 2018,Issued 2019,Issued 2020,Notes,Date project added to database,Year of first issuance
ACR101,AFOVERT Energy,ACR,,ACR,Household & Community,Cookstoves,,Sub Saharan Africa,Mali,Niono District,Niono,NA,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,Registered,,,,,Fuel Switching,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44300,0
ACR102,Air Bag Gas Substitution,ACR,,ACR,Chemical Processes,SF6 Replacement,,North America,United States,OREGON,Beaverton,NA,7984006,17666,7966340,2003,0,0,0,0,0,0,0,1898382,3004613,3081011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,1966,400,10025,275,0,0,0,0,0,0,0,,,,ERT,,Completed,,,,,Industrial Gas Substitution,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,0,0,0,0,0,0,0,0,0,0,1898000,6086006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44300,2003
ACR103,Inland Empire Anaerobic Ag Digester,ACR,,ACR,Agriculture,Manure Methane Digester,,North America,United States,CALIFORNIA,Chino,Inland Empire Utilities Agency,44202,28636,15566,2003,0,0,0,0,0,0,0,8072,5848,4409,3632,7998,13210,1033,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,66,0,134,0,0,13850,10490,147,3917,0,0,0,32,0,0,0,0,0,,,,Ruby Canyon Environment,,Completed,,,,,Livestock Waste Management,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,13848,4481,0,11630,0,14243,0,0,0,0,0,0,0,0,0,0,,44300,2003
ACR104,"Ankotrofotsy Community-based Reforestation & Carbon Offset Project, Menabe region, Madagascar",ACR,,ACR,Forestry & Land Use,Afforestation/Reforestation,,Sub Saharan Africa,Madagascar,Miandrivazo,Ankotrofotsy,Tany Meva Foundation,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Inactive,,,,,Forest Carbon,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44300,0
ACR105,Boa Vista A/R,ACR,,ACR,Forestry & Land Use,Afforestation/Reforestation,,South America,Brazil,Roraima,Boa Vista,F.I.T Timber Ltd,3674586,3674586,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3674586,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,645,0,0,3673931,0,0,0,0,0,,,,SCS Global Services (Scientific Certification Systems),,Completed,,,,,Forest Carbon,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3674586,0,0,0,0,0,0,0,0,,44300,2011
ACR106,Brickyard LFG to Energy,ACR,,ACR,Waste Management,Landfill Methane,,North America,United States,ILLINOIS,Danville,Biogas Energy Solutions,138492,95330,43162,2006,0,0,0,0,0,0,0,0,0,0,95330,43162,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54000,41330,0,0,0,,,,ERT,,Completed,,,,,Landfill Gas Capture & Combustion,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,138492,0,0,0,0,0,0,0,0,0,0,0,0,0,,44300,2006
ACR107,Camargo Fuel Substitution,ACR,,ACR,Industrial Manufacturing,Fuel Switching,,South America,Bolivia,Nor Ciniti,Camargo,E+Co,1138,127,1011,2005,0,0,0,0,0,0,0,0,0,316,352,342,128,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,CONSOT SRL ñ SERVICIOS DE CONSULTORIA,,Completed,,,,,Fuel Switching,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,0,1138,0,0,0,0,0,0,0,0,0,0,0,0,,44300,2005
ACR108,San Juan National Forest Carbon Demonstration Project,ACR,,ACR,Forestry & Land Use,Improved Forest Management,,North America,United States,COLORADO,"Columbine Ranger District, 20 Miles North of Bayfield, CO",National Forest Foundation,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Canceled,,,,,Forest Carbon,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44300,0
ACR109,Chesapeake Mizer Pneumatic Retrofit,ACR,,ACR,Industrial Manufacturing,Pneumatic Retrofit,,North America,United States,OKLAHOMA,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",Chesapeake Energy,541804,200000,341804,2008,0,0,0,0,0,0,0,0,0,0,0,0,39727,109153,110384,105596,92762,84182,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118,118311,80571,0,0,0,0,,,,,,Registered,,,,,Industrial Process Emissions,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231023,0,0,310781,0,0,0,0,0,0,,44300,2008
ACR110,Chicago LFG to Energy,ACR,,ACR,Waste Management,Landfill Methane,,North America,United States,ILLINOIS,Chicago,Biogas Energy Solutions,62262,0,62262,2006,0,0,0,0,0,0,0,0,0,0,43632,18630,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ERT,,Completed,,,,,Landfill Gas Capture & Combustion,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,62262,0,0,0,0,0,0,0,0,0,0,0,0,0,,44300,2006
ACR111,Devon Mizer Pneumatic Retrofit,ACR,,ACR,Industrial Manufacturing,Pneumatic Retrofit,,North America,United States,OKLAHOMA,"Oklahoma, Texas, Wyoming",Devon Energy Group,5724,0,5724,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5724,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Det Norske Veritas (U.S.A.), Inc.",,Registered,,,,,Industrial Process Emissions,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5724,0,0,0,0,0,0,0,0,0,0,,44300,2010
ACR112,Dolton LFG to Energy,ACR,,ACR,Waste Management,Landfill Methane,,North America,United States,ILLINOIS,Dolton,Biogas Energy Solutions,159336,57817,101519,2006,0,0,0,0,0,0,0,0,0,0,104769,54567,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33422,24395,0,0,,,,ERT,,Completed,,,,,Landfill Gas Capture & Combustion,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,159336,0,0,0,0,0,0,0,0,0,0,0,0,0,,44300,2006
ACR113,Greater New Bedford LFG,ACR,,ACR,Waste Management,Landfill Methane,,North America,United States,MASSACHUSETTS,Dartmouth,Commonwealth Resource Management Corporation,713162,206271,506891,2003,0,0,0,0,0,0,0,117945,113158,112306,119996,127178,122579,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,60,1158,2155,4377,33386,4581,15971,133203,7325,400,500,655,2500,0,0,0,0,,,,"First Environment, Inc.",,Completed,,,,,Landfill Gas Capture & Combustion,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,29269,495293,124400,64200,0,0,0,0,0,0,0,0,0,0,0,,44300,2003
ACR114,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),ACR,,ACR,Forestry & Land Use,Afforestation/Reforestation,,North America,United States,ARKANSAS,Mississippi Alluvial Valley,C2I LLC,5091586,2252363,2839223,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1007,42898,16608,369621,477297,182626,1054928,165976,1107890,308550,1364185,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2843,268,44780,33825,100160,226398,330063,381181,1132842,0,0,,,,Ruby Canyon Environment,,Registered,,,,,Forest Carbon,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,www.green-trees.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007,42898,16608,254496,115125,659923,0,1054928,1273866,0,1672735,,44300,2009
ACR115,Lower Mississippi Valley Reforestation,ACR,,ACR,Forestry & Land Use,Afforestation/Reforestation,,North America,United States,LOUISIANA,"National Wildlife Refuges, Managed by USFWS in the Lower Mississippi Valley","Entergy Services, Inc",14934,399,14535,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14934,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,0,0,0,0,0,0,0,0,0,0,0,,,,"Environmental Services, Inc.",,Registered,,,,,Forest Carbon,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14934,0,0,0,0,0,0,0,0,,44300,2011
ACR116,Societe VERAMA Madagascar Afforestation Project,ACR,,ACR,Forestry & Land Use,Afforestation/Reforestation,,Sub Saharan Africa,Madagascar,Antonibe,Masiloka Peninsula,Societe VERAMA,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Inactive,,,,,Forest Carbon,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44300,0
ACR117,Merit Energy Geo-Seq,ACR,,ACR,Carbon Capture & Storage,Carbon Capture & Enhanced Oil Recovery,,North America,United States,WYOMING,LaBarge,Blue Source,7308664,1108604,6200060,2000,0,0,0,0,991518,718342,736816,1038287,964224,796699,874554,817249,370975,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,198,625000,27500,0,38725,0,0,0,376274,0,0,0,0,40907,0,0,,,,Ruby Canyon Environment,,Completed,,,,,Carbon Capture & Storage (CCS),https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,4284036,0,3024628,0,0,0,0,0,0,0,0,0,0,0,0,,44300,2000
ACR118,Monell Geo-Seq,ACR,,ACR,Carbon Capture & Storage,Carbon Capture & Enhanced Oil Recovery,,North America,United States,WYOMING,Sweetwater County,Anadarko,1748409,883500,864909,2004,0,0,0,0,0,0,0,0,259387,415078,364909,340713,368322,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883500,0,0,,,,ICF International,,Completed,,,,,Carbon Capture & Storage (CCS),https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,364909,340713,1042787,0,0,0,0,0,0,0,0,0,0,0,,44300,2004
ACR119,North Country LFG,ACR,,ACR,Waste Management,Landfill Methane,,North America,United States,NEW HAMPSHIRE,Bethlehem,Commonwealth Resource Management Corporation,1592397,331842,1260555,1998,0,0,48826,74895,114507,114478,110796,121401,131433,147174,172771,156075,122404,108593,128923,40121,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3687,9048,76170,52000,27564,5732,12565,141871,1000,0,0,885,0,1320,0,0,0,,,,"First Environment, Inc.",,Completed,,,,,Landfill Gas Capture & Combustion,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,667510,196000,256166,133882,113649,115244,109946,0,0,0,0,0,0,0,0,0,,44300,1998
ACR120,Petrosource Geo-Seq,ACR,,ACR,Carbon Capture & Storage,Carbon Capture & Enhanced Oil Recovery,,North America,United States,TEXAS,Crocket County,Blue Source,2181419,798319,1383100,2003,0,0,0,0,0,0,0,284527,331,719748,523532,653281,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,172828,625491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ruby Canyon Environment,,Completed,,,,,Carbon Capture & Storage (CCS),https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,284527,892710,1004182,0,0,0,0,0,0,0,0,0,0,0,0,,44300,2003
ACR121,Pike's Peak Geo-Seq,ACR,,ACR,Carbon Capture & Storage,Carbon Capture & Enhanced Oil Recovery,,North America,United States,TEXAS,Pecos County,Blue Source,2866515,562500,2304015,2004,0,0,0,0,0,0,0,0,483336,587212,781997,504139,509831,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,200000,206500,155000,0,0,0,0,1000,0,0,0,0,0,0,0,0,,,,Ruby Canyon Environment,,Completed,,,,,Carbon Capture & Storage (CCS),https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,2231178,635337,0,0,0,0,0,0,0,0,0,0,0,0,,44300,2004
ACR122,Romeoville LFG to Energy,ACR,,ACR,Waste Management,Landfill Methane,,North America,United States,ILLINOIS,Romeoville,Biogas Energy Solutions,52496,1614,50882,2006,0,0,0,0,0,0,0,0,0,0,35491,17005,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1614,0,0,0,,,,ERT,,Completed,,,,,Landfill Gas Capture & Combustion,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,52496,0,0,0,0,0,0,0,0,0,0,0,0,0,,44300,2006
ACR123,Salt Creek Geo-Seq,ACR,,ACR,Carbon Capture & Storage,Carbon Capture & Enhanced Oil Recovery,,North America,United States,WYOMING,"Salt Creek Field, Natrona Co.",Anadarko,7675073,6390607,1284466,2004,0,0,0,0,0,0,0,0,1032153,1610328,736344,2057000,2239248,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6390607,0,0,,,,ICF International,,Completed,,,,,Carbon Capture & Storage (CCS),https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,736344,2057000,4881729,0,0,0,0,0,0,0,0,0,0,0,,44300,2004
ACR124,Schneider Anti-Idling,ACR,,ACR,Transportation,Fleet Efficiency,,North America,United States,WISCONSIN,,Blue Source,42916,17625,25291,2006,0,0,0,0,0,0,0,0,0,0,11839,13836,17241,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,17625,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ruby Canyon Environment,,Completed,,,,,Transport / Fleet Efficiency,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,0,0,42916,0,0,0,0,0,0,0,0,0,0,0,,44300,2006
ACR125,SEESA Solar Electrification,ACR,,ACR,Renewable Energy,Solar - Distributed,,Central America,El Salvador,,El Salvador,E+Co,169,0,169,2004,0,0,0,0,0,0,0,0,5,18,52,94,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ERT,,Completed,,,,,Renewable Energy,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,,44300,2004
ACR126,Seneca Meadows LFG,ACR,,ACR,Waste Management,Landfill Methane,,North America,United States,NEW YORK,Waterloo,Seneca Meadows,2470626,1448842,1021784,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170626,409787,502389,639196,278098,470530,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,14100,59798,228791,310599,160360,248104,197455,224635,0,0,,,,"First Environment, Inc.",,Registered,,,,,Landfill Gas Capture & Combustion,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34739,135887,409787,464652,346334,419029,189668,470530,0,0,0,,44300,2010
ACR127,Steuben County DPW LFG,ACR,,ACR,Waste Management,Landfill Methane,,North America,United States,NEW YORK,Bath,Environmental Capital LLC,129180,109280,19900,2005,0,0,0,0,0,0,0,0,0,19900,51249,58031,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,109280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"First Environment, Inc.",,Completed,,,,,Landfill Gas Capture & Combustion,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,0,129180,0,0,0,0,0,0,0,0,0,0,0,0,,44300,2005
ACR128,Streator LFG to Energy,ACR,,ACR,Waste Management,Landfill Methane,,North America,United States,ILLINOIS,Streator,Biogas Energy Solutions,47150,15688,31462,2006,0,0,0,0,0,0,0,0,0,0,32696,14454,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15688,0,0,,,,ERT,,Completed,,,,,Landfill Gas Capture & Combustion,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,47150,0,0,0,0,0,0,0,0,0,0,0,0,0,,44300,2006
ACR129,Tecnosol Solar Electrification,ACR,,ACR,Renewable Energy,Solar - Distributed,,Central America,Nicaragua,,Nicaragua,E+Co,3913,0,3913,2005,0,0,0,0,0,0,0,0,0,473,1586,1854,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ERT,,Completed,,,,,Renewable Energy,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,3913,0,0,0,0,0,0,0,0,0,0,0,0,0,,44300,2005
ACR130,"Truck Stop Electrification, Alabama",ACR,,ACR,Transportation,Truck Stop Electrification,,North America,United States,ALABAMA,Alabama,IdleAir,8356,5138,3218,2004,0,0,0,0,0,0,0,0,535,793,869,1880,2463,1676,140,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328,0,425,1198,837,429,0,921,0,0,,,,Ruby Canyon Environment,,Registered,,,,,Transport / Fleet Efficiency,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,2768,0,0,0,0,0,0,0,0,5588,0,0,0,0,,44300,2004
ACR131,"Truck Stop Electrification, Arizona",ACR,,ACR,Transportation,Truck Stop Electrification,,North America,United States,ARIZONA,Arizona,IdleAir,11104,8290,2814,2006,0,0,0,0,0,0,0,0,0,0,615,3984,3997,2315,193,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,0,1663,193,2183,3636,0,0,,,,Ruby Canyon Environment,,Registered,,,,,Transport / Fleet Efficiency,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,2278,0,0,0,0,0,0,0,0,8826,0,0,0,0,,44300,2006
ACR132,"Truck Stop Electrification, Arkansas",ACR,,ACR,Transportation,Truck Stop Electrification,,North America,United States,ARKANSAS,Arkansas,IdleAir,28069,23996,4073,2003,0,0,0,0,0,0,0,958,1374,1713,3064,7271,8616,5073,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4018,0,0,2078,1200,1927,0,650,4507,0,9616,0,0,,,,Ruby Canyon Environment,,Registered,,,,,Transport / Fleet Efficiency,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,9873,0,0,0,0,0,0,0,0,18196,0,0,0,0,,44300,2003
ACR133,"Truck Stop Electrification, California",ACR,,ACR,Transportation,Truck Stop Electrification,,North America,United States,CALIFORNIA,California,IdleAir,21943,13690,8253,2005,0,0,0,0,0,0,0,0,0,1315,5941,14687,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5075,3442,298,2025,2285,565,0,0,0,0,0,0,0,,,,Ruby Canyon Environment,,Registered,,,,,Transport / Fleet Efficiency,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,13690,0,0,0,0,0,0,0,0,8253,0,0,0,0,,44300,2005
ACR134,"Truck Stop Electrification, Colorado",ACR,,ACR,Transportation,Truck Stop Electrification,,North America,United States,COLORADO,Colorado,IdleAir,3671,890,2781,2007,0,0,0,0,0,0,0,0,0,0,0,1795,1841,32,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,28,0,0,0,133,0,0,,,,Ruby Canyon Environment,,Registered,,,,,Transport / Fleet Efficiency,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,757,0,0,0,0,0,0,0,0,2914,0,0,0,0,,44300,2007
ACR135,"Truck Stop Electrification, Florida",ACR,,ACR,Transportation,Truck Stop Electrification,,North America,United States,FLORIDA,Florida,IdleAir,7348,2922,4426,2006,0,0,0,0,0,0,0,0,0,0,261,2404,2647,1879,157,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1117,1026,157,522,0,100,0,0,,,,Ruby Canyon Environment,,Registered,,,,,Transport / Fleet Efficiency,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,1117,0,0,0,0,0,0,0,0,6231,0,0,0,0,,44300,2006
ACR136,"Truck Stop Electrification, Georgia",ACR,,ACR,Transportation,Truck Stop Electrification,,North America,United States,GEORGIA,Georgia,IdleAir,22220,17370,4850,2003,0,0,0,0,0,0,0,1715,1716,2158,3364,4785,4923,3559,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,0,0,5444,3276,89,2586,0,4575,0,0,,,,Ruby Canyon Environment,,Registered,,,,,Transport / Fleet Efficiency,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,11152,0,0,0,0,0,0,0,0,11068,0,0,0,0,,44300,2003
ACR137,"Truck Stop Electrification, Illinois",ACR,,ACR,Transportation,Truck Stop Electrification,,North America,United States,ILLINOIS,Illinois,IdleAir,20531,15159,5372,2006,0,0,0,0,0,0,0,0,0,0,365,6253,8134,5334,445,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,400,0,365,0,1926,4271,1,8096,0,0,,,,Ruby Canyon Environment,,Registered,,,,,Transport / Fleet Efficiency,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,2346,0,0,0,0,0,0,0,0,18185,0,0,0,0,,44300,2006
ACR138,"Truck Stop Electrification, Indiana",ACR,,ACR,Transportation,Truck Stop Electrification,,North America,United States,INDIANA,Indiana,IdleAir,12150,6295,5855,2006,0,0,0,0,0,0,0,0,0,0,380,3837,4548,3125,260,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,1837,2260,0,1818,0,0,,,,Ruby Canyon Environment,,Registered,,,,,Transport / Fleet Efficiency,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,1957,0,0,0,0,0,0,0,0,10193,0,0,0,0,,44300,2006
ACR139,"Truck Stop Electrification, Kentucky",ACR,,ACR,Transportation,Truck Stop Electrification,,North America,United States,KENTUCKY,Kentucky,IdleAir,4075,2061,2014,2006,0,0,0,0,0,0,0,0,0,0,295,1288,1479,935,78,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,0,26,786,52,400,0,0,,,,Ruby Canyon Environment,,Registered,,,,,Transport / Fleet Efficiency,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,797,0,0,0,0,0,0,0,0,3278,0,0,0,0,,44300,2006
