Project ID,Project Name,Registry,ARB Project,Registry + ARB,Scope,Project Type,Methodology / Protocol,Region,Country,State,Project Site Location,Project Developer,Total Credits Issued,Total Credits Retired,Total Credits Remaining,First Year of Project,Issued by Reporting 1996,Issued by Reporting 1997,Issued by Reporting 1998,Issued by Reporting 1999,Issued by Reporting 2000,Issued by Reporting 2001,Issued by Reporting 2002,Issued by Reporting 2003,Issued by Reporting 2004,Issued by Reporting 2005,Issued by Reporting 2006,Issued by Reporting 2007,Issued by Reporting 2008,Issued by Reporting 2009,Issued by Reporting 2010,Issued by Reporting 2011,Issued by Reporting 2012,Issued by Reporting 2013,Issued by Reporting 2014,Issued by Reporting 2015,Issued by Reporting 2016,Issued by Reporting 2017,Issued by Reporting 2018,Issued by Reporting 2019,Issued by Reporting 2020,Issued by Reporting Future Years,Retired 1996,Retired 1997,Retired 1998,Retired 1999,Retired 2000,Retired 2001,Retired 2002,Retired 2003,Retired 2004,Retired 2005,Retired 2006,Retired 2007,Retired 2008,Retired 2009,Retired 2010,Retired 2011,Retired 2012,Retired 2013,Retired 2014,Retired 2015,Retired 2016,Retired 2017,Retired 2018,Retired 2019,Retired 2020,Retired 2021,Retired Year Unknown,Project Owner,Offset Project Operator,Authorized Project Designee,Verifier,Estimated Annual Emission Reductions,Voluntary Status,Project Listed,Project Registered ,ARB ID,Active CCB Status,Project Sector,Registry Documents,Project Website,Issued 1996,Issued 1997,Issued 1998,Issued 1999,Issued 2000,Issued 2001,Issued 2002,Issued 2003,Issued 2004,Issued 2005,Issued 2006,Issued 2007,Issued 2008,Issued 2009,Issued 2010,Issued 2011,Issued 2012,Issued 2013,Issued 2014,Issued 2015,Issued 2016,Issued 2017,Issued 2018,Issued 2019,Issued 2020,Notes,Date project added to database,Year of first issuance
CAR1117,Ninemile,CAR,Proposed,ARB,Forestry & Land Use,Improved Forest Management,,North America,United States,CALIFORNIA,in Tehama and Butte counties north east of Chico,Sierra Pacific Industries,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sierra Pacific Industries,Sierra Pacific Industries,None,SCS Global Services,,Listed,42025,,CAFR5117,,Improved Forest Management - ARB Compliance,https://thereserve2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44300,0
CAR1118,South Trinity Divide,CAR,Inactive,CAR,Forestry & Land Use,Improved Forest Management,,North America,United States,CALIFORNIA,In Trinity and Shasta Counties west of Redding,Sierra Pacific Industries,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sierra Pacific Industries,Sierra Pacific Industries,None,SCS Global Services,,Completed,42025,,CAFR5118,,Improved Forest Management - ARB Compliance,https://thereserve2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44300,0
CAR1119,Tahoe Westcentral,CAR,Inactive,CAR,Forestry & Land Use,Improved Forest Management,,North America,United States,CALIFORNIA,In Nevada and Sierra Counties north east of Marysville,Sierra Pacific Industries,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sierra Pacific Industries,Sierra Pacific Industries,None,,,Completed,42025,,CAFR5119,,Improved Forest Management - ARB Compliance,https://thereserve2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44300,0
CAR1120,Fair Oaks Dairy Farm LLC GHD-Designed Digester,CAR,Yes,ARB,Agriculture,Manure Methane Digester,,North America,United States,INDIANA,Fair Oaks,"Camco Offsets I, LLC",241886,124658,117228,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56890,67868,64539,52589,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56790,0,0,67868,0,0,"Camco Offsets I, LLC","Fair Oaks Dairy Farm, LLC","Camco Offsets I, LLC","Agri-Waste Technology, Inc.",,Registered,42039,42562,CALS5120,,Livestock - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1120,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56890,67868,64539,52589,0,,44300,2015
CAR1121,Fair Oaks Dairy Farm LLC Cyclus-Designed Digester,CAR,Terminated,ARB,Agriculture,Manure Methane Digester,,North America,United States,INDIANA,Fair Oaks,"Camco Offsets I, LLC",7421,7421,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7421,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7421,0,0,0,0,0,"Camco Offsets I, LLC","Fair Oaks Dairy Farm, LLC","Camco Offsets I, LLC",,,Completed,42038,42550,CALS5121,,Livestock - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1121,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7421,0,0,0,0,,44300,2015
CAR1122,"Bridgewater Dairy, LLC",CAR,Yes,ARB,Agriculture,Manure Methane Digester,,North America,United States,OHIO,Montpelier,"Camco Offsets I, LLC",61005,32837,28168,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11633,12129,9075,12622,15546,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11633,0,0,0,0,21204,"Camco Offsets I, LLC","Bridgewater Dairy, LLC","Camco Offsets I, LLC",,,Registered,42038,42310,CALS5122,,Livestock - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1122,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11633,12129,9075,12622,15546,0,,44300,2015
CAR1123,"Central Sands Dairy, LLC",CAR,Yes,ARB,Agriculture,Manure Methane Digester,,North America,United States,WISCONSIN,Nekoosa,"Camco Offsets I, LLC",78130,59075,19055,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13102,16242,17443,15002,16341,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29344,0,0,29731,0,0,"Camco Offsets I, LLC","Central Sands Dairy, LLC","Camco Offsets I, LLC",,,Registered,42038,42479,CALS5123††††††††††††,,Livestock - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1123,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29344,0,32445,16341,0,,44300,2015
CAR1124,"Willow Point Dairy, LLC",CAR,Yes,ARB,Agriculture,Manure Methane Digester,,North America,United States,MICHIGAN,Orleans,"Camco Offsets I, LLC",81446,31392,50054,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12678,18714,17721,16220,16113,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12678,0,0,18714,0,0,"Camco Offsets I, LLC","Willow Point Dairy, LLC","Camco Offsets I, LLC",,,Registered,42038,42325,CALS5124††††††††††††,,Livestock - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1124,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12678,18714,17721,16220,16113,0,,44300,2015
CAR1125,Riverview Farm Anaerobic Digester Project,CAR,Terminated,ARB,Agriculture,Manure Methane Digester,,North America,United States,MINNESOTA,Morris,"Camco Offsets I, LLC",63513,36268,27245,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36268,27245,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36268,0,0,0,0,0,"Camco Offsets I, LLC","Riverview, LLP","Camco Offsets I, LLC",,,Completed,42039,42446,CALS5125,,Livestock - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36268,27245,0,0,0,,44300,2015
CAR1126,West River Farm Anaerobic Digester Project,CAR,Terminated,ARB,Agriculture,Manure Methane Digester,,North America,United States,MINNESOTA,Morris,"Camco Offsets I, LLC",60461,60461,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22396,20998,17067,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60461,0,0,0,0,0,"Camco Offsets I, LLC","Riverview, LLP","Camco Offsets I, LLC",,,Completed,42039,42446,CALS5126,,Livestock - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1126,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22396,20998,17067,0,0,,44300,2015
CAR1127,District 45 Dairy,CAR,Terminated,ARB,Agriculture,Manure Methane Digester,,North America,United States,MINNESOTA,Hancock,"Camco Offsets I, LLC",59593,59593,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22318,23396,13879,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59593,0,0,0,0,0,"Camco Offsets I, LLC","Riverview, LLP","Camco Offsets I, LLC",,,Completed,42039,42446,CALS5127,,Livestock - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1127,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22318,23396,13879,0,0,,44300,2015
CAR1128,Farm Power Lynden Anaerobic Digester,CAR,Yes,ARB,Agriculture,Manure Methane Digester,,North America,United States,WASHINGTON,"Lynden, WA",Farm Power Northwest LLC,57837,51336,6501,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22901,9488,9347,9600,6501,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41736,0,0,9600,0,0,Farm Power Northwest LLC,Farm Power Northwest,N/A,,,Registered,42040,42464,CALS5128,,Livestock - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1128,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22901,18835,9600,0,6501,,44300,2015
CAR1129,Finite Carbon - NEFF Hersey Mountain,CAR,Inactive,CAR,Forestry & Land Use,Improved Forest Management,,North America,United States,NEW HAMPSHIRE,"North of Concord, NH",New England Forestry Foundation,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New England Forestry Foundation,New England Foresty Foundation,None,,,Completed,42055,,CAFR5129,,Improved Forest Management - ARB Compliance,https://thereserve2.apx.com/myModule/rpt/myrpt.asp?r=111,www.finitecarbon.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44300,0
CAR1130,Finite Carbon - MWF Brimstone IFM,CAR,Yes,ARB,Forestry & Land Use,Improved Forest Management,,North America,United States,TENNESSEE,Scott County,Lyme Brimstone Timberlands LLC,43666,1968,41698,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9745,11323,11299,11299,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968,0,0,0,0,0,Lyme Brimstone Timberlands LLC,"MWF Brimstone Forest Company, LLC",None,,,Registered,42047,42508,CAFR5130,,Improved Forest Management - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1130,www.finitecarbon.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9745,0,0,33921,0,,44300,2015
CAR1132,RES Ag - DM4-3 LLC,CAR,Yes,ARB,Agriculture,Manure Methane Digester,,North America,United States,NORTH CAROLINA,Duplin County; Magnolia,"RES Agriculture NC1, LLC",45639,22162,23477,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2385,9251,10526,11750,8358,3369,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22162,0,0,0,0,0,"RES Agriculture NC1, LLC",RES Agriculture NC 1 LLC,None,,,Registered,42059,42313,CALS5132,,Livestock - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1132,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2385,9251,10526,11750,8358,3369,,44300,2014
CAR1133,RES Ag - DM2-1 LLC,CAR,Yes,ARB,Agriculture,Manure Methane Digester,,North America,United States,NORTH CAROLINA,Duplin County; Magnolia,"RES Agriculture NC1, LLC",29644,17258,12386,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4984,6340,5934,6549,4928,909,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17258,0,0,0,0,0,"RES Agriculture NC1, LLC",RES Agriculture NC 1 LLC,None,,,Registered,42059,42290,CALS5133,,Livestock - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1133,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4984,6340,5934,6549,4928,909,,44300,2014
CAR1134,Finite Carbon - Brosnan Forest,CAR,Yes,ARB,Forestry & Land Use,Improved Forest Management,,North America,United States,SOUTH CAROLINA,"Near Charleston, SC",Norfolk Southern Railway Company,28408,0,28408,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28408,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Norfolk Southern Railway Company,Norfolk Southern Railway Company,None,,,Registered,42058,43091,CAFR5182,,Improved Forest Management - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1134,www,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28408,0,0,0,,44300,2016
CAR1135,"Grotegut Dairy Farm, Inc",CAR,Yes,ARB,Agriculture,Manure Methane Digester,,North America,United States,WISCONSIN,"Newton, Manitowoc County",Grotegut Dairy Farm Inc,49058,4057,45001,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15216,12913,4057,16872,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4057,0,0,0,0,0,Grotegut Dairy Farm Inc,"Grotegut Dairy Farm, Inc.","Ag Methane Advisors, LLC",,,Registered,42047,42956,CALS5143,,Livestock - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1135,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28129,4057,16872,0,,44300,2015
CAR1136,CalBio ORRD Project,CAR,Yes,ARB,Agriculture,Manure Methane Digester,,North America,United States,CALIFORNIA,Kern County,ABEC Bidart-Old River LLC,169652,37189,132463,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74174,45371,50107,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25189,0,0,12000,0,0,ABEC Bidart-Old River LLC,ABEC Bidart-Old River LLC,None,"First Environment of California, Inc.",,Registered,42062,43276,CALS5183,,Livestock - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1136,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74174,45371,50107,,44300,2017
CAR1137,Patterson Farms COP,CAR,Terminated,ARB,Agriculture,Manure Methane Digester,,North America,United States,NEW YORK,"1131 Town Line Rd, Auburn, NY 13021; Cayuga County",ClimeCo Corporation,18283,18283,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8379,5921,3983,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18283,0,0,0,0,0,ClimeCo Corporation,ClimeCo Corporation,None,,,Completed,42047,42501,CALS5144,,Livestock - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1137,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8379,5921,3983,0,0,,44300,2015
CAR1138,Sunnyside Farms COP,CAR,Yes,ARB,Agriculture,Manure Methane Digester,,North America,United States,NEW YORK,"2231 Indian Field Rd, Scipio Center, NY 13147; Cayuga County",ClimeCo Corporation,137659,51298,86361,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51607,25363,29482,31207,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51298,0,0,0,0,0,ClimeCo Corporation,ClimeCo Corporation,None,,,Registered,42047,43091,CALS5145,,Livestock - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1138,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51607,25363,29482,31207,,44300,2016
CAR1139,Usal Redwood Forest - IFM,CAR,Yes,ARB,Forestry & Land Use,Improved Forest Management,,North America,United States,CALIFORNIA,Mendocino County,"Usal Redwood Forest Company, LLC",1429354,437710,991644,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307560,311594,292165,251056,266979,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299094,0,0,0,0,138616,"Usal Redwood Forest Company, LLC",Usal Redwood Forest Company LLC,None,,,Registered,42062,42712,CAFR5281,,Improved Forest Management - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1139,www.rffi.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307560,311594,292165,251056,266979,,44300,2015
CAR1140,Willits Woods IFM,CAR,Yes,ARB,Forestry & Land Use,Improved Forest Management,,North America,United States,CALIFORNIA,"Western Mendocino County, CA",Coastal Ridges LLC,406051,0,406051,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217488,188563,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coastal Ridges LLC,Coastal Ridges LLC.,James D.Clark,,,Registered,42059,42725,CAFR5170,,Improved Forest Management - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1140,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217488,188563,0,0,0,,44300,2015
CAR1141,Van Eck Forest,CAR,Yes,ARB,Forestry & Land Use,Improved Forest Management,,North America,United States,CALIFORNIA,Humboldt County,Fred M Van Eck Forest Foundation for Purdue University,10433,0,10433,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10433,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fred M Van Eck Forest Foundation for Purdue University,Fred M Van Eck Forest Foundation for Purdue University,The Pacific Forest Trust,,,Registered,42062,43493,CAFR5171,,Improved Forest Management - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1141,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10433,0,Reported under CAR101 prior to transition to the ARB Compliance Offset Protocol,44300,2016
CAR1142,Fiscalini Farms Anaerobic Digester,CAR,Yes,ARB,Agriculture,Manure Methane Digester,,North America,United States,CALIFORNIA,"Modesto, Stanislaus County","Fiscalini Properties, L.P.",11426,3961,7465,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7925,0,3501,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3961,0,0,0,0,0,"Fiscalini Properties, L.P.","Fiscalini Properties, L.P.",None,"Agri-Waste Technology, Inc.",,Registered,42060,42836,CALS5142,,Livestock - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1142,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7925,3501,0,0,,44300,2015
CAR1143,"WTE-Dallmann, LLC",CAR,Yes,ARB,Agriculture,Manure Methane Digester,,North America,United States,WISCONSIN,"Brillion, Calumet County","WTE-Dallmann, LLC",74237,42450,31787,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25570,16880,15998,15789,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42450,0,0,0,0,0,"WTE-Dallmann, LLC","WTE-Dallmann, LLC","Ag Methane Advisors, LLC","Agri-Waste Technology, Inc.",,Registered,42058,42867,CALS5146,,Livestock - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1143,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25570,16880,31787,0,,44300,2016
CAR1144,EOS CAR 1144,CAR,Inactive,CAR,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,,North America,United States,ARKANSAS,El Dorado,EOS Climate Inc.,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EOS Climate Inc.,EOS Climate Inc.,None,,,Listed,42059,,CAOD5174,,Ozone Depleting Substances - U.S. - ARB Compliance,https://thereserve2.apx.com/myModule/rpt/myrpt.asp?r=111,www.eosclimate.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,44300,0
CAR1145,"Storms Hog Power, LLC",CAR,Yes,ARB,Agriculture,Manure Methane Digester,,North America,United States,NORTH CAROLINA,"580 Storms Farm Lane, Bladenboro, NC 28320","Camco Offsets I, LLC",41432,15172,26260,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7334,11679,13603,0,8816,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15172,0,0,0,0,0,"Camco Offsets I, LLC","Storms Hog Power Partners, LLC","Camco Offsets I, LLC",,,Registered,42062,42481,CALS5175,,Livestock - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1145,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7334,11679,13603,0,8816,,44300,2015
CAR1146,Vanderhyde Dairy,CAR,Yes,ARB,Agriculture,Manure Methane Digester,,North America,United States,VIRGINIA,"269 Van Der Hyde Dairy Rd, Chatham, VA 24531","Camco Offsets I, LLC",26642,17918,8724,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8393,9525,8724,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17918,0,0,0,0,0,"Camco Offsets I, LLC","Dairy Energy, Inc.","Camco Offsets I, LLC",,,Registered,42060,42551,CALS5176,,Livestock - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1146,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8393,9525,8724,0,0,,44300,2015
CAR1147,Virginia Conservation Forestry Program - Tazewell - Elk Garden,CAR,Yes,ARB,Forestry & Land Use,Improved Forest Management,,North America,United States,VIRGINIA,"Russell, Washington, and Tazewell Counties, Virginia",The Nature Conservancy,206544,11714,194830,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76414,41328,43275,45527,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5283,0,0,6431,0,0,The Nature Conservancy,The Nature Conservancy,None,,,Registered,42062,43110,CAFR5147,,Improved Forest Management - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1147,http://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/virginia/placesweprotect/clinch-valley-conservation-forestry.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117742,0,88802,,44300,2016
CAR1151,Cottonwood Dairy Livestock Gas Capture Project,CAR,Yes,ARB,Agriculture,Manure Methane Digester,,North America,United States,CALIFORNIA,"Atwater, Merced County","Gallo Cattle Company, a Limited Partnership",70542,40236,30306,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40323,10438,7893,10150,1738,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40236,0,0,0,0,0,"Gallo Cattle Company, a Limited Partnership","Gallo Cattle Company, A  Limited Partnership","Ag Methane Advisors, LLC",,,Registered,42060,42725,CALS5151,,Livestock - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1151,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40323,0,18331,0,11888,,44300,2015
CAR1152,Aurora Ridge Dairy,CAR,Yes,ARB,Agriculture,Manure Methane Digester,,North America,United States,NEW YORK,Cayuga County,"Aurora Ridge Dairy, LLC",74358,37580,36778,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11065,13152,13363,13353,11450,11975,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37580,0,0,0,0,0,"Aurora Ridge Dairy, LLC","Aurora Ridge Dairy, LLC","Ag Methane Advisors, LLC",,,Registered,42061,42683,CALS5152,,Livestock - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1152,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24217,13363,13353,11450,11975,,44300,2014
CAR1153,Holsum Elm Dairy,CAR,Yes,ARB,Agriculture,Manure Methane Digester,,North America,United States,WISCONSIN,Calumet County,"Holsum Dairies, LLC",60220,35292,24928,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21782,13510,13189,11739,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35292,0,0,0,0,0,"Holsum Dairies, LLC","Holsum Dairies, LLC","Ag Methane Advisors, LLC","Agri-Waste Technology, Inc.",,Registered,42061,42803,CALS5153,,Livestock - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1153,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21782,13510,13189,11739,,44300,2016
CAR1154,Holsum Irish Dairy,CAR,Yes,ARB,Agriculture,Manure Methane Digester,,North America,United States,WISCONSIN,Calumet County,"Holsum Dairies, LLC",69714,40457,29257,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15174,667,16023,13973,9087,14790,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40457,0,0,0,0,0,"Holsum Dairies, LLC","Holsum Dairies, LLC","Ag Methane Advisors, LLC","Agri-Waste Technology, Inc.",,Registered,42061,42312,CALS5154,,Livestock - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1154,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15841,0,16023,13973,9087,14790,,44300,2014
