Unique Vintages,Project ID,VCS + ID,Vintage Year ,Issuance Date,Issuance Year,Project Name,Credits Issued
717-2018-115624,717,VCS717,2018,02/14/2020,2020,CECIC HKC Gansu Changma Wind Power project,115624
717-2018-341824,717,VCS717,2018,10/16/2018,2018,CECIC HKC Gansu Changma Wind Power project,341824
717-2017-443868,717,VCS717,2017,10/16/2018,2018,CECIC HKC Gansu Changma Wind Power project,443868
717-2016-457299,717,VCS717,2016,10/16/2018,2018,CECIC HKC Gansu Changma Wind Power project,457299
717-2011-265655,717,VCS717,2011,04/23/2012,2012,CECIC HKC Gansu Changma Wind Power project,265655
717-2010-388416,717,VCS717,2010,04/23/2012,2012,CECIC HKC Gansu Changma Wind Power project,388416
717-2009-9579,717,VCS717,2009,04/23/2012,2012,CECIC HKC Gansu Changma Wind Power project,9579
718-2010-13339,718,VCS718,2010,12/20/2011,2011,Improving Energy Efficiency in Railways' Residential Quarters  Western Region,13339
719-2010-118258,719,VCS719,2010,06/13/2012,2012,Yunnan Dali Zhemoshan Wind Power Project,118258
72-2013-26346,72,VCS72,2013,02/19/2014,2014,Heilongjiang Mulan Windfarm Project,26346
72-2012-19690,72,VCS72,2012,03/25/2013,2013,Heilongjiang Mulan Windfarm Project,19690
72-2011-23398,72,VCS72,2011,06/25/2012,2012,Heilongjiang Mulan Windfarm Project,23398
72-2010-21264,72,VCS72,2010,05/17/2011,2011,Heilongjiang Mulan Windfarm Project,21264
72-2009-23042,72,VCS72,2009,05/05/2010,2010,Heilongjiang Mulan Windfarm Project,23042
72-2008-27172,72,VCS72,2008,06/26/2009,2009,Heilongjiang Mulan Windfarm Project,27172
72-2007-23871,72,VCS72,2007,06/26/2009,2009,Heilongjiang Mulan Windfarm Project,23871
72-2006-23329,72,VCS72,2006,06/26/2009,2009,Heilongjiang Mulan Windfarm Project,23329
72-2005-25550,72,VCS72,2005,06/26/2009,2009,Heilongjiang Mulan Windfarm Project,25550
72-2004-15146,72,VCS72,2004,06/26/2009,2009,Heilongjiang Mulan Windfarm Project,15146
722-2009-146253,722,VCS722,2009,11/18/2020,2020,Guangdong Huizhou LNG Power Generation Project,146253
722-2008-115243,722,VCS722,2008,11/18/2020,2020,Guangdong Huizhou LNG Power Generation Project,115243
722-2008-635147,722,VCS722,2008,05/25/2012,2012,Guangdong Huizhou LNG Power Generation Project,635147
722-2007-678094,722,VCS722,2007,03/16/2012,2012,Guangdong Huizhou LNG Power Generation Project,678094
724-2010-7241,724,VCS724,2010,01/22/2013,2013,"53.75 MW Bundled wind Power project in Tamil Nadu  and Karnataka by KBD Group, India",7241
724-2009-100104,724,VCS724,2009,01/22/2013,2013,"53.75 MW Bundled wind Power project in Tamil Nadu  and Karnataka by KBD Group, India",100104
724-2008-102485,724,VCS724,2008,09/13/2012,2012,"53.75 MW Bundled wind Power project in Tamil Nadu  and Karnataka by KBD Group, India",102485
724-2007-86428,724,VCS724,2007,09/13/2012,2012,"53.75 MW Bundled wind Power project in Tamil Nadu  and Karnataka by KBD Group, India",86428
725-2008-88833,725,VCS725,2008,05/17/2012,2012,"Shibeishan Wind Power Generation Project in Huilai County, Guangdong Province",88833
725-2006-50037,725,VCS725,2006,05/01/2012,2012,"Shibeishan Wind Power Generation Project in Huilai County, Guangdong Province",50037
725-2007-131778,725,VCS725,2007,01/30/2012,2012,"Shibeishan Wind Power Generation Project in Huilai County, Guangdong Province",131778
726-2015-69132,726,VCS726,2015,11/18/2015,2015,"Lamas III-IV 37.3 MW Hydroelectric Power Plant Project, Turkey",69132
726-2012-76457,726,VCS726,2012,02/07/2014,2014,"Lamas III-IV 37.3 MW Hydroelectric Power Plant Project, Turkey",76457
726-2011-49474,726,VCS726,2011,02/07/2014,2014,"Lamas III-IV 37.3 MW Hydroelectric Power Plant Project, Turkey",49474
726-2010-44039,726,VCS726,2010,01/09/2012,2012,"Lamas III-IV 37.3 MW Hydroelectric Power Plant Project, Turkey",44039
726-2009-5253,726,VCS726,2009,01/09/2012,2012,"Lamas III-IV 37.3 MW Hydroelectric Power Plant Project, Turkey",5253
727-2017-55216,727,VCS727,2017,01/24/2020,2020,CECIC HKE Zhangbei Lvnaobao Wind Power Project,55216
727-2019-218994,727,VCS727,2019,01/23/2020,2020,CECIC HKE Zhangbei Lvnaobao Wind Power Project,218994
727-2018-239521,727,VCS727,2018,01/23/2020,2020,CECIC HKE Zhangbei Lvnaobao Wind Power Project,239521
727-2017-178380,727,VCS727,2017,04/16/2018,2018,CECIC HKE Zhangbei Lvnaobao Wind Power Project,178380
727-2016-237669,727,VCS727,2016,04/16/2018,2018,CECIC HKE Zhangbei Lvnaobao Wind Power Project,237669
727-2015-63000,727,VCS727,2015,04/16/2018,2018,CECIC HKE Zhangbei Lvnaobao Wind Power Project,63000
727-2012-57357,727,VCS727,2012,10/13/2017,2017,CECIC HKE Zhangbei Lvnaobao Wind Power Project,57357
727-2010-14752,727,VCS727,2010,05/09/2012,2012,CECIC HKE Zhangbei Lvnaobao Wind Power Project,14752
728-2019-347325,728,VCS728,2019,01/29/2021,2021,CECIC Gansu Yumen Changma No.3 Wind Farm Project,347325
728-2018-181553,728,VCS728,2018,01/29/2021,2021,CECIC Gansu Yumen Changma No.3 Wind Farm Project,181553
728-2018-184186,728,VCS728,2018,10/26/2020,2020,CECIC Gansu Yumen Changma No.3 Wind Farm Project,184186
728-2017-284728,728,VCS728,2017,07/01/2020,2020,CECIC Gansu Yumen Changma No.3 Wind Farm Project,284728
728-2016-172884,728,VCS728,2016,07/01/2020,2020,CECIC Gansu Yumen Changma No.3 Wind Farm Project,172884
728-2012-93842,728,VCS728,2012,03/02/2015,2015,CECIC Gansu Yumen Changma No.3 Wind Farm Project,93842
728-2011-65999,728,VCS728,2011,03/22/2012,2012,CECIC Gansu Yumen Changma No.3 Wind Farm Project,65999
729-2014-18794,729,VCS729,2014,06/11/2015,2015,Culbertson Waste Heat Project,18794
729-2013-31263,729,VCS729,2013,04/24/2014,2014,Culbertson Waste Heat Project,31263
729-2012-30818,729,VCS729,2012,04/25/2013,2013,Culbertson Waste Heat Project,30818
729-2011-31541,729,VCS729,2011,04/27/2012,2012,Culbertson Waste Heat Project,31541
729-2010-23265,729,VCS729,2010,04/27/2012,2012,Culbertson Waste Heat Project,23265
73-2008-8262,73,VCS73,2008,01/14/2010,2010,"Mingying 3.75MW Hydro Power Project in Guizhou Province, China",8262
730-2008-23433,730,VCS730,2008,12/23/2011,2011,Electricity generation from 17.10 MW bundled wind energy project in Maharashtra aggregated by Resurge Energy Private Limited,23433
730-2007-16336,730,VCS730,2007,12/23/2011,2011,Electricity generation from 17.10 MW bundled wind energy project in Maharashtra aggregated by Resurge Energy Private Limited,16336
730-2006-1068,730,VCS730,2006,12/23/2011,2011,Electricity generation from 17.10 MW bundled wind energy project in Maharashtra aggregated by Resurge Energy Private Limited,1068
731-2009-8002,731,VCS731,2009,12/23/2011,2011,“Bundle-V bundled grid connected wind power project in the state of Gujarat”,8002
731-2008-26276,731,VCS731,2008,12/23/2011,2011,“Bundle-V bundled grid connected wind power project in the state of Gujarat”,26276
731-2007-4285,731,VCS731,2007,12/23/2011,2011,“Bundle-V bundled grid connected wind power project in the state of Gujarat”,4285
732-2010-11537,732,VCS732,2010,01/04/2012,2012,Improving Energy Efficiency in Railways' Residential Quarters Eastern Region,11537
733-2010-4839,733,VCS733,2010,02/24/2015,2015,Biomass based steam generation project by Gujarat Ambuja Exports Ltd.,4839
733-2011-27639,733,VCS733,2011,02/23/2015,2015,Biomass based steam generation project by Gujarat Ambuja Exports Ltd.,27639
733-2010-7897,733,VCS733,2010,02/23/2015,2015,Biomass based steam generation project by Gujarat Ambuja Exports Ltd.,7897
733-2008-1886,733,VCS733,2008,02/23/2015,2015,Biomass based steam generation project by Gujarat Ambuja Exports Ltd.,1886
733-2009-12831,733,VCS733,2009,10/09/2014,2014,Biomass based steam generation project by Gujarat Ambuja Exports Ltd.,12831
733-2013-30964,733,VCS733,2013,03/13/2014,2014,Biomass based steam generation project by Gujarat Ambuja Exports Ltd.,30964
733-2012-33882,733,VCS733,2012,04/15/2013,2013,Biomass based steam generation project by Gujarat Ambuja Exports Ltd.,33882
734-2011-23660,734,VCS734,2011,05/08/2012,2012,Wind power project by Patnaik Minerals Pvt. Ltd.,23660
734-2010-50514,734,VCS734,2010,05/08/2012,2012,Wind power project by Patnaik Minerals Pvt. Ltd.,50514
734-2009-12418,734,VCS734,2009,05/08/2012,2012,Wind power project by Patnaik Minerals Pvt. Ltd.,12418
734-2009-40581,734,VCS734,2009,12/20/2011,2011,Wind power project by Patnaik Minerals Pvt. Ltd.,40581
734-2008-60550,734,VCS734,2008,12/20/2011,2011,Wind power project by Patnaik Minerals Pvt. Ltd.,60550
734-2007-28878,734,VCS734,2007,12/20/2011,2011,Wind power project by Patnaik Minerals Pvt. Ltd.,28878
735-2011-14357,735,VCS735,2011,05/14/2012,2012,Wind power project by PMPL in Maharashtra,14357
735-2010-16037,735,VCS735,2010,05/14/2012,2012,Wind power project by PMPL in Maharashtra,16037
735-2009-3135,735,VCS735,2009,05/14/2012,2012,Wind power project by PMPL in Maharashtra,3135
735-2009-12093,735,VCS735,2009,12/20/2011,2011,Wind power project by PMPL in Maharashtra,12093
735-2008-17676,735,VCS735,2008,12/20/2011,2011,Wind power project by PMPL in Maharashtra,17676
735-2007-7071,735,VCS735,2007,12/20/2011,2011,Wind power project by PMPL in Maharashtra,7071
735-2006-611,735,VCS735,2006,12/20/2011,2011,Wind power project by PMPL in Maharashtra, 	611 
736-2018-132183,736,VCS736,2018,04/08/2021,2021,Guyuan Wuhuaping 49.5 MW Wind Power Project,132183
736-2017-134012,736,VCS736,2017,04/01/2021,2021,Guyuan Wuhuaping 49.5 MW Wind Power Project,134012
736-2019-97948,736,VCS736,2019,01/27/2021,2021,Guyuan Wuhuaping 49.5 MW Wind Power Project,97948
736-2016-128337,736,VCS736,2016,12/21/2020,2020,Guyuan Wuhuaping 49.5 MW Wind Power Project,128337
736-2015-38041,736,VCS736,2015,12/21/2020,2020,Guyuan Wuhuaping 49.5 MW Wind Power Project,38041
736-2010-72365,736,VCS736,2010,02/03/2012,2012,Guyuan Wuhuaping 49.5 MW Wind Power Project,72365
736-2009-14584,736,VCS736,2009,02/03/2012,2012,Guyuan Wuhuaping 49.5 MW Wind Power Project,14584
737-2020-50139,737,VCS737,2020,04/14/2021,2021,"TIST Program in Kenya, VCS 005",50139
737-2019-128875,737,VCS737,2019,04/14/2021,2021,"TIST Program in Kenya, VCS 005",128875
737-2018-128875,737,VCS737,2018,04/14/2021,2021,"TIST Program in Kenya, VCS 005",128875
737-2017-128875,737,VCS737,2017,04/14/2021,2021,"TIST Program in Kenya, VCS 005",128875
737-2016-18714,737,VCS737,2016,04/14/2021,2021,"TIST Program in Kenya, VCS 005",18714
737-2016-480617,737,VCS737,2016,12/11/2018,2018,"TIST Program in Kenya, VCS 005",480617
737-2011-61772,737,VCS737,2011,12/23/2011,2011,"TIST Program in Kenya, VCS 005",61772
739-2009-9751,739,VCS739,2009,12/29/2011,2011,Pawan Urja Vistaran: Small entities combined wind power project in India - 2002-03,9751
739-2007-8396,739,VCS739,2007,12/29/2011,2011,Pawan Urja Vistaran: Small entities combined wind power project in India - 2002-03,8396
740-2019-294401,740,VCS740,2019,05/27/2020,2020,PrairieWinds ND1 (PWND1) Emissions Reduction Project,294401
740-2018-143809,740,VCS740,2018,05/27/2020,2020,PrairieWinds ND1 (PWND1) Emissions Reduction Project,143809
740-2014-395305,740,VCS740,2014,06/23/2015,2015,PrairieWinds ND1 (PWND1) Emissions Reduction Project,395305
740-2013-351919,740,VCS740,2013,04/30/2014,2014,PrairieWinds ND1 (PWND1) Emissions Reduction Project,351919
740-2012-346210,740,VCS740,2012,04/25/2013,2013,PrairieWinds ND1 (PWND1) Emissions Reduction Project,346210
740-2011-345717,740,VCS740,2011,04/27/2012,2012,PrairieWinds ND1 (PWND1) Emissions Reduction Project,345717
741-2009-63039,741,VCS741,2009,12/29/2011,2011,Pawan Urja Vistaran: Small entities combined wind power project in India - 2006,63039
741-2007-42188,741,VCS741,2007,12/29/2011,2011,Pawan Urja Vistaran: Small entities combined wind power project in India - 2006,42188
743-2008-39908,743,VCS743,2008,12/30/2011,2011,Pawan Urja Vistaran: Small entities combined wind power project in India - 2007,39908
743-2007-12559,743,VCS743,2007,12/30/2011,2011,Pawan Urja Vistaran: Small entities combined wind power project in India - 2007,12559
744-2008-5745,744,VCS744,2008,12/29/2011,2011,Pawan Urja Vistaran: Small entities combined wind power project in India - 2008,5745
745-2009-32757,745,VCS745,2009,12/29/2011,2011,Pawan Urja Vistaran: Small entities combined wind power project in India - 2005,32757
745-2007-28871,745,VCS745,2007,12/29/2011,2011,Pawan Urja Vistaran: Small entities combined wind power project in India - 2005,28871
746-2009-15680,746,VCS746,2009,12/29/2011,2011,Pawan Urja Vistaran: Small entities combined wind power project in India - 2004,15680
746-2007-14231,746,VCS746,2007,12/29/2011,2011,Pawan Urja Vistaran: Small entities combined wind power project in India - 2004,14231
748-2016-7514,748,VCS748,2016,06/13/2018,2018,MRO Grouped Wind Projects Phase I,7514
748-2015-8120,748,VCS748,2015,06/13/2018,2018,MRO Grouped Wind Projects Phase I,8120
748-2014-9096,748,VCS748,2014,06/13/2018,2018,MRO Grouped Wind Projects Phase I,9096
748-2013-8738,748,VCS748,2013,06/13/2018,2018,MRO Grouped Wind Projects Phase I,8738
748-2012-9191,748,VCS748,2012,06/13/2018,2018,MRO Grouped Wind Projects Phase I,9191
748-2011-2988,748,VCS748,2011,06/13/2018,2018,MRO Grouped Wind Projects Phase I,2988
749-2011-592,749,VCS749,2011,02/08/2013,2013,Grid Connected Renewable Power Generation from Wind Mills by L.S Mills, 	592 
749-2010-21302,749,VCS749,2010,02/08/2013,2013,Grid Connected Renewable Power Generation from Wind Mills by L.S Mills,21302
749-2009-22587,749,VCS749,2009,02/08/2013,2013,Grid Connected Renewable Power Generation from Wind Mills by L.S Mills,22587
749-2008-1525,749,VCS749,2008,02/08/2013,2013,Grid Connected Renewable Power Generation from Wind Mills by L.S Mills,1525
749-2008-16802,749,VCS749,2008,02/28/2012,2012,Grid Connected Renewable Power Generation from Wind Mills by L.S Mills,16802
749-2007-20589,749,VCS749,2007,02/28/2012,2012,Grid Connected Renewable Power Generation from Wind Mills by L.S Mills,20589
749-2006-13645,749,VCS749,2006,02/28/2012,2012,Grid Connected Renewable Power Generation from Wind Mills by L.S Mills,13645
750-2010-17583,750,VCS750,2010,09/25/2012,2012,10.2 MW Wind Power Project by Ruchi Infrastructure Limited,17583
750-2009-19211,750,VCS750,2009,03/13/2012,2012,10.2 MW Wind Power Project by Ruchi Infrastructure Limited,19211
750-2008-18369,750,VCS750,2008,03/13/2012,2012,10.2 MW Wind Power Project by Ruchi Infrastructure Limited,18369
751-2011-44860,751,VCS751,2011,06/01/2012,2012,"22.5 MW Wind Power Project by Ruchi Soya Industries Limited at Palsodi, District-Ratlam, Madhya Pradesh",44860
751-2009-47328,751,VCS751,2009,03/13/2012,2012,"22.5 MW Wind Power Project by Ruchi Soya Industries Limited at Palsodi, District-Ratlam, Madhya Pradesh",47328
751-2008-31591,751,VCS751,2008,03/13/2012,2012,"22.5 MW Wind Power Project by Ruchi Soya Industries Limited at Palsodi, District-Ratlam, Madhya Pradesh",31591
753-2018-28943,753,VCS753,2018,09/30/2021,2021,The Cevizlik Run-of-River Hydroelectric Power Plant,28943
753-2017-159774,753,VCS753,2017,09/30/2021,2021,The Cevizlik Run-of-River Hydroelectric Power Plant,159774
753-2016-168635,753,VCS753,2016,09/30/2021,2021,The Cevizlik Run-of-River Hydroelectric Power Plant,168635
753-2015-154487,753,VCS753,2015,08/16/2021,2021,The Cevizlik Run-of-River Hydroelectric Power Plant,154487
753-2014-140709,753,VCS753,2014,08/16/2021,2021,The Cevizlik Run-of-River Hydroelectric Power Plant,140709
753-2013-147779,753,VCS753,2013,08/16/2021,2021,The Cevizlik Run-of-River Hydroelectric Power Plant,147779
753-2012-49714,753,VCS753,2012,08/16/2021,2021,The Cevizlik Run-of-River Hydroelectric Power Plant,49714
753-2012-164049,753,VCS753,2012,12/11/2012,2012,The Cevizlik Run-of-River Hydroelectric Power Plant,164049
753-2011-199710,753,VCS753,2011,03/06/2012,2012,The Cevizlik Run-of-River Hydroelectric Power Plant,199710
754-2009-2120,754,VCS754,2009,08/23/2012,2012,Hubei Lichuan Longqiao Hydropower Station,2120
754-2008-179769,754,VCS754,2008,02/13/2012,2012,Hubei Lichuan Longqiao Hydropower Station,179769
754-2007-88596,754,VCS754,2007,01/25/2012,2012,Hubei Lichuan Longqiao Hydropower Station,88596
755-2013-79501,755,VCS755,2013,02/27/2014,2014,OTLUCA HPPs run-of-river hydro project,79501
755-2012-100466,755,VCS755,2012,02/27/2014,2014,OTLUCA HPPs run-of-river hydro project,100466
755-2011-61734,755,VCS755,2011,02/27/2014,2014,OTLUCA HPPs run-of-river hydro project,61734
756-2019-444562,756,VCS756,2019,08/04/2020,2020,Crow Lake Wind Emissions Reduction Project,444562
756-2018-468824,756,VCS756,2018,12/26/2019,2019,Crow Lake Wind Emissions Reduction Project,468824
756-2014-574396,756,VCS756,2014,06/26/2015,2015,Crow Lake Wind Emissions Reduction Project,574396
756-2013-509524,756,VCS756,2013,04/30/2014,2014,Crow Lake Wind Emissions Reduction Project,509524
756-2012-527093,756,VCS756,2012,04/25/2013,2013,Crow Lake Wind Emissions Reduction Project,527093
756-2011-414075,756,VCS756,2011,04/27/2012,2012,Crow Lake Wind Emissions Reduction Project,414075
757-2010-50275,757,VCS757,2010,02/03/2012,2012,Enercon Wind Farms in Karnataka Bundled Project  73.60 MW,50275
757-2009-137497,757,VCS757,2009,02/03/2012,2012,Enercon Wind Farms in Karnataka Bundled Project  73.60 MW,137497
757-2008-81539,757,VCS757,2008,02/03/2012,2012,Enercon Wind Farms in Karnataka Bundled Project  73.60 MW,81539
758-2013-37889,758,VCS758,2013,04/23/2014,2014,Saracbendi HPP Run-of-River Hydro Project,37889
758-2012-31197,758,VCS758,2012,04/23/2014,2014,Saracbendi HPP Run-of-River Hydro Project,31197
758-2011-14707,758,VCS758,2011,04/23/2014,2014,Saracbendi HPP Run-of-River Hydro Project,14707
759-2013-28707,759,VCS759,2013,04/23/2014,2014,"Camlica-3 HPP, Run-of-River Hydro Project, Turkey",28707
759-2012-39410,759,VCS759,2012,04/23/2014,2014,"Camlica-3 HPP, Run-of-River Hydro Project, Turkey",39410
759-2011-32175,759,VCS759,2011,04/23/2014,2014,"Camlica-3 HPP, Run-of-River Hydro Project, Turkey",32175
76-2008-70253,76,VCS76,2008,09/01/2009,2009,Liaoyuan Jingang cement Waste Heat Recovery,70253
76-2007-102651,76,VCS76,2007,09/01/2009,2009,Liaoyuan Jingang cement Waste Heat Recovery,102651
76-2006-11751,76,VCS76,2006,09/01/2009,2009,Liaoyuan Jingang cement Waste Heat Recovery,11751
760-2009-3759,760,VCS760,2009,01/31/2012,2012,"Rice Husk Fired Boiler of 8 ton capacity for process steam generation, at Sara Textiles Limited, Baddi, Nalagarh, Himachal Pradesh",3759
760-2008-7333,760,VCS760,2008,01/31/2012,2012,"Rice Husk Fired Boiler of 8 ton capacity for process steam generation, at Sara Textiles Limited, Baddi, Nalagarh, Himachal Pradesh",7333
760-2007-6934,760,VCS760,2007,01/31/2012,2012,"Rice Husk Fired Boiler of 8 ton capacity for process steam generation, at Sara Textiles Limited, Baddi, Nalagarh, Himachal Pradesh",6934
760-2006-4226,760,VCS760,2006,01/31/2012,2012,"Rice Husk Fired Boiler of 8 ton capacity for process steam generation, at Sara Textiles Limited, Baddi, Nalagarh, Himachal Pradesh",4226
762-2019-159609,762,VCS762,2019,04/05/2021,2021,"Grid connected electricity generation from renewable sources: Uzuncayir 82.0 MW Hydroelectric Power Plant Project, Turkey",159609
762-2018-115004,762,VCS762,2018,04/05/2021,2021,"Grid connected electricity generation from renewable sources: Uzuncayir 82.0 MW Hydroelectric Power Plant Project, Turkey",115004
762-2017-83490,762,VCS762,2017,04/05/2021,2021,"Grid connected electricity generation from renewable sources: Uzuncayir 82.0 MW Hydroelectric Power Plant Project, Turkey",83490
762-2016-123996,762,VCS762,2016,04/05/2021,2021,"Grid connected electricity generation from renewable sources: Uzuncayir 82.0 MW Hydroelectric Power Plant Project, Turkey",123996
