Project ID,Project Name,Voluntary Registry,"ARB Project",Voluntary Status,Scope, Type,Methodology / Protocol,Region,Country,State,Project Site Location,Project Developer,"Total Credits Issued","Total Credits Retired",Total Credits Remaining,First Year of Project,Issued by Reporting 1996,Issued by Reporting 1997,Issued by Reporting 1998,Issued by Reporting 1999,Issued by Reporting 2000,Issued by Reporting 2001,Issued by Reporting 2002,Issued by Reporting 2003,Issued by Reporting 2004,Issued by Reporting 2005,Issued by Reporting 2006,Issued by Reporting 2007,Issued by Reporting 2008,Issued by Reporting 2009,Issued by Reporting 2010,Issued by Reporting 2011,Issued by Reporting 2012,Issued by Reporting 2013,Issued by Reporting 2014,Issued by Reporting 2015,Issued by Reporting 2016,Issued by Reporting 2017,Issued by Reporting 2018,Issued by Reporting 2019,Issued by Reporting 2020,Issued by Reporting 2021,Retired 1996,Retired 1997,Retired 1998,Retired 1999,Retired 2000,Retired 2001,Retired 2002,Retired 2003,Retired 2004,Retired 2005,Retired 2006,Retired 2007,Retired 2008,Retired 2009,Retired 2010,Retired 2011,Retired 2012,Retired 2013,Retired 2014,Retired 2015,Retired 2016,Retired 2017,Retired 2018,Retired 2019,Retired 2020,Retired 2021,"Year Unknown",Remaining 1996,Remaining 1997,Remaining 1998,Remaining 1999,Remaining 2000,Remaining 2001,Remaining 2002,Remaining 2003,Remaining 2004,Remaining 2005,Remaining 2006,Remaining 2007,Remaining 2008,Remaining 2009,Remaining 2010,Remaining 2011,Remaining 2012,Remaining 2013,Remaining 2014,Remaining 2015,Remaining 2016,Remaining 2017,Remaining 2018,Remaining 2019,Remaining 2020,Remaining 2021,Project Owner ,Offset Project Operator ,Authorized Project Designee,Verifier,Estimated Annual Emission Reductions,PERs,Registry / ARB,ARB Project Detail,ARB ID,Project Listed,Project Registered ,CCB / Certifications,Project Type,"Registry Documents",Project Website,Issued 1996,Issued 1997,Issued 1998,Issued 1999,Issued 2000,Issued 2001,Issued 2002,Issued 2003,Issued 2004,Issued 2005,Issued 2006,Issued 2007,Issued 2008,Issued 2009,Issued 2010,Issued 2011,Issued 2012,Issued 2013,Issued 2014,Issued 2015,Issued 2016,Issued 2017,Issued 2018,Issued 2019,Issued 2020,Issued 2021,Notes from Registry,Notes from Berkeley Carbon Trading Project,Date added to database,"first issuance yr (no hard code, hide w formulas)"
ACR101,AFOVERT Energy,ACR,No,Canceled,Household & Community,Cookstoves,,Sub Saharan Africa,Mali,Niono District,Niono,Katene Kadji,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,ACR,,,,,Clean Water and Sanitation; Affordable and Clean Energy; Climate Action; Life on Land,Fuel Switching,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,0
ACR102,Air Bag Gas Substitution,ACR,No,Completed,Chemical Processes,SF6 Replacement,,North America,United States,OREGON,Beaverton,Nike,7984006,17666,7966340,2003,0,0,0,0,0,0,0,1898382,3004613,3081011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,1966,400,10025,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1890716,3004613,3071011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ERT,,0,ACR,,,,,,Industrial Gas Substitution,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,1898000,6086006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,2003
ACR103,Inland Empire Anaerobic Ag Digester,ACR,No,Completed,Agriculture,Manure Methane Digester,,North America,United States,CALIFORNIA,Chino,Inland Empire Utilities Agency,44202,28636,15566,2003,0,0,0,0,0,0,0,8072,5848,4409,3632,7998,13210,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,134,0,0,13850,10490,147,3917,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,5572,5816,4178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ruby Canyon Environment,,0,ACR,,,,,,Livestock Waste Management,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,13848,4481,0,11630,0,14243,0,0,0,0,0,0,0,0,0,0,0,,,202104,2003
ACR104,"Ankotrofotsy Community-based Reforestation & Carbon Offset Project, Menabe region, Madagascar",ACR,No,Inactive,Forestry & Land Use,Afforestation/Reforestation,,Sub Saharan Africa,Madagascar,Miandrivazo,Ankotrofotsy,Tany Meva Foundation,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,ACR,,,,,Clean Water and Sanitation; Climate Action; Life on Land,Forest Carbon,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,0
ACR105,Boa Vista A/R,ACR,No,Completed,Forestry & Land Use,Afforestation/Reforestation,,South America,Brazil,Roraima,Boa Vista,F.I.T Timber Ltd,3674586,3674586,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3674586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,645,0,0,3673931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SCS Global Services (Scientific Certification Systems),,0,ACR,,,,,Clean Water and Sanitation; Climate Action; Life on Land,Forest Carbon,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3674586,0,0,0,0,0,0,0,0,0,,,202104,2011
ACR106,Brickyard LFG to Energy,ACR,No,Completed,Waste Management,Landfill Methane,,North America,United States,ILLINOIS,Danville,Biogas Energy Solutions,138492,95330,43162,2006,0,0,0,0,0,0,0,0,0,0,95330,43162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54000,41330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ERT,,0,ACR,,,,,,Landfill Gas Capture & Combustion,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,138492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,2006
ACR107,Camargo Fuel Substitution,ACR,No,Completed,Industrial Manufacturing,Fuel Switching,,South America,Bolivia,Nor Ciniti,Camargo,E+Co,1138,127,1011,2005,0,0,0,0,0,0,0,0,0,316,352,342,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,352,342,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,CONSOT SRL ñ SERVICIOS DE CONSULTORIA,,0,ACR,,,,,,Fuel Switching,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,0,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,2005
ACR108,San Juan National Forest Carbon Demonstration Project,ACR,No,Canceled,Forestry & Land Use,Improved Forest Management,,North America,United States,COLORADO,"Columbine Ranger District, 20 Miles North of Bayfield, CO",National Forest Foundation,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,ACR,,,,,Clean Water and Sanitation; Climate Action; Life on Land,Forest Carbon,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,0
ACR109,Chesapeake Mizer Pneumatic Retrofit,ACR,No,Registered,Industrial Manufacturing,Pneumatic Retrofit,,North America,United States,OKLAHOMA,"Oklahoma, Texas, New Mexico, Kansas and Arkansas",Chesapeake Energy,541804,200000,341804,2008,0,0,0,0,0,0,0,0,0,0,0,0,39727,109153,110384,105596,92762,84182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118,118311,80571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59264,105596,92762,84182,0,0,0,0,0,0,0,0,,,,,,0,ACR,,,,,"Affordable and Clean Energy; Industry, Innovation and Infrastructure; Climate Action",Industrial Process Emissions,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231023,0,0,310781,0,0,0,0,0,0,0,,,202104,2008
ACR110,Chicago LFG to Energy,ACR,No,Completed,Waste Management,Landfill Methane,,North America,United States,ILLINOIS,Chicago,Biogas Energy Solutions,62262,0,62262,2006,0,0,0,0,0,0,0,0,0,0,43632,18630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43632,18630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ERT,,0,ACR,,,,,,Landfill Gas Capture & Combustion,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,62262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,2006
ACR111,Devon Mizer Pneumatic Retrofit,ACR,No,Registered,Industrial Manufacturing,Pneumatic Retrofit,,North America,United States,OKLAHOMA,"Oklahoma, Texas, Wyoming",Devon Energy Group,5724,0,5724,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5724,0,0,0,0,0,0,0,0,0,0,0,,,,"Det Norske Veritas (U.S.A.), Inc.",,0,ACR,,,,,"Affordable and Clean Energy; Industry, Innovation and Infrastructure; Climate Action",Industrial Process Emissions,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5724,0,0,0,0,0,0,0,0,0,0,0,,,202104,2010
ACR112,Dolton LFG to Energy,ACR,No,Completed,Waste Management,Landfill Methane,,North America,United States,ILLINOIS,Dolton,Biogas Energy Solutions,159336,88809,70527,2006,0,0,0,0,0,0,0,0,0,0,104769,54567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33422,55387,0,0,0,0,0,0,0,0,0,0,0,0,15960,54567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ERT,,0,ACR,,,,,,Landfill Gas Capture & Combustion,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,159336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,2006
ACR113,Greater New Bedford LFG,ACR,No,Completed,Waste Management,Landfill Methane,,North America,United States,MASSACHUSETTS,Dartmouth,Commonwealth Resource Management Corporation,713162,206271,506891,2003,0,0,0,0,0,0,0,117945,113158,112306,119996,127178,122579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1158,2155,4377,33386,4581,15971,133203,7325,400,500,655,2500,0,0,0,0,0,0,0,0,0,0,0,99442,35158,28000,119996,126935,97360,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"First Environment, Inc.",,0,ACR,,,,,,Landfill Gas Capture & Combustion,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,29269,495293,124400,64200,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,2003
ACR114,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),ACR,No,Registered,Forestry & Land Use,Afforestation/Reforestation,,North America,United States,ARKANSAS,Mississippi Alluvial Valley,C2I LLC,6270750,2571304,3699446,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1007,42898,16608,369621,477297,182626,1054928,165976,1107890,308550,1364185,1179164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2843,268,44780,33825,100160,226398,330063,381181,1139192,312591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40555,11513,47765,227771,0,107697,113715,455644,306958,1208661,1179164,0,,,,Ruby Canyon Environment,,0,ACR,,,,,Clean Water and Sanitation; Climate Action; Life on Land,Forest Carbon,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,www.green-trees.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007,42898,16608,254496,115125,659923,0,1054928,1273866,0,1672735,1179164,,,202104,2009
ACR115,Lower Mississippi Valley Reforestation,ACR,No,Registered,Forestry & Land Use,Afforestation/Reforestation,,North America,United States,LOUISIANA,"National Wildlife Refuges, Managed by USFWS in the Lower Mississippi Valley","Entergy Services, Inc",14934,399,14535,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14535,0,0,0,0,0,0,0,0,0,0,,,,"Environmental Services, Inc.",,0,ACR,,,,,Clean Water and Sanitation; Climate Action; Life on Land,Forest Carbon,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14934,0,0,0,0,0,0,0,0,0,,,202104,2011
ACR116,Societe VERAMA Madagascar Afforestation Project,ACR,No,Inactive,Forestry & Land Use,Afforestation/Reforestation,,Sub Saharan Africa,Madagascar,Antonibe,Masiloka Peninsula,Societe VERAMA,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,ACR,,,,,Clean Water and Sanitation; Climate Action; Life on Land,Forest Carbon,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,0
ACR117,Merit Energy Geo-Seq,ACR,No,Completed,Carbon Capture & Storage,Carbon Capture & Enhanced Oil Recovery,,North America,United States,WYOMING,LaBarge,Blue Source,7308664,1169446,6139218,2000,0,0,0,0,991518,718342,736816,1038287,964224,796699,874554,817249,370975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,625000,27500,0,38725,0,0,0,376274,0,0,0,0,40907,60842,0,0,0,0,0,956518,718342,698091,1010787,798875,585576,807805,563224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ruby Canyon Environment,,0,ACR,,,,,,Carbon Capture & Storage (CCS),https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,4284036,0,3024628,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,2000
ACR118,Monell Geo-Seq,ACR,No,Completed,Carbon Capture & Storage,Carbon Capture & Enhanced Oil Recovery,,North America,United States,WYOMING,Sweetwater County,Anadarko,1748409,883500,864909,2004,0,0,0,0,0,0,0,0,259387,415078,364909,340713,368322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883500,0,0,0,0,0,0,0,0,0,0,0,0,364909,250000,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ICF International,,0,ACR,,,,,,Carbon Capture & Storage (CCS),https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,364909,340713,1042787,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,2004
ACR119,North Country LFG,ACR,No,Completed,Waste Management,Landfill Methane,,North America,United States,NEW HAMPSHIRE,Bethlehem,Commonwealth Resource Management Corporation,1592397,360592,1231805,1998,0,0,48826,74895,114507,114478,110796,121401,131433,147174,172771,156075,122404,108593,128923,40121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3687,9048,76170,52000,27564,5732,12565,141871,1000,0,0,885,0,1320,0,28750,0,0,0,48496,68348,113467,114478,110796,114984,82402,93634,120771,108075,60672,64593,128923,2166,0,0,0,0,0,0,0,0,0,0,,,,"First Environment, Inc.",,0,ACR,,,,,,Landfill Gas Capture & Combustion,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,667510,196000,256166,133882,113649,115244,109946,0,0,0,0,0,0,0,0,0,0,,,202104,1998
ACR120,Petrosource Geo-Seq,ACR,No,Completed,Carbon Capture & Storage,Carbon Capture & Enhanced Oil Recovery,,North America,United States,TEXAS,Crocket County,Blue Source,2181419,798319,1383100,2003,0,0,0,0,0,0,0,284527,331,719748,523532,653281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172828,625491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284136,0,719748,351035,28181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ruby Canyon Environment,,0,ACR,,,,,,Carbon Capture & Storage (CCS),https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,284527,892710,1004182,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,2003
ACR121,Pike's Peak Geo-Seq,ACR,No,Completed,Carbon Capture & Storage,Carbon Capture & Enhanced Oil Recovery,,North America,United States,TEXAS,Pecos County,Blue Source,2866515,569966,2296549,2004,0,0,0,0,0,0,0,0,483336,587212,781997,504139,509831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,206500,155000,0,0,0,0,1000,0,0,0,0,0,0,7466,0,0,0,0,0,0,0,0,0,475836,587212,780997,204139,248365,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ruby Canyon Environment,,0,ACR,,,,,,Carbon Capture & Storage (CCS),https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,2231178,635337,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,2004
ACR122,Romeoville LFG to Energy,ACR,No,Completed,Waste Management,Landfill Methane,,North America,United States,ILLINOIS,Romeoville,Biogas Energy Solutions,52496,4018,48478,2006,0,0,0,0,0,0,0,0,0,0,35491,17005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1614,0,2404,0,0,0,0,0,0,0,0,0,0,0,31473,17005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ERT,,0,ACR,,,,,,Landfill Gas Capture & Combustion,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,52496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,2006
ACR123,Salt Creek Geo-Seq,ACR,No,Completed,Carbon Capture & Storage,Carbon Capture & Enhanced Oil Recovery,,North America,United States,WYOMING,"Salt Creek Field, Natrona Co.",Anadarko,7675073,6390607,1284466,2004,0,0,0,0,0,0,0,0,1032153,1610328,736344,2057000,2239248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6390607,0,0,0,0,0,0,0,0,0,0,0,0,210404,514250,559812,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ICF International,,0,ACR,,,,,,Carbon Capture & Storage (CCS),https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,736344,2057000,4881729,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,2004
ACR124,Schneider Anti-Idling,ACR,No,Completed,Transportation,Fleet Efficiency,,North America,United States,WISCONSIN,,Blue Source,42916,17625,25291,2006,0,0,0,0,0,0,0,0,0,0,11839,13836,17241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11839,13452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ruby Canyon Environment,,0,ACR,,,,,,Transport / Fleet Efficiency,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,0,0,42916,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,2006
ACR125,SEESA Solar Electrification,ACR,No,Completed,Renewable Energy,Solar - Distributed,,Central America,El Salvador,,El Salvador,E+Co,169,0,169,2004,0,0,0,0,0,0,0,0,5,18,52,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,52,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ERT,,0,ACR,,,,,,Renewable Energy,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,2004
ACR126,Seneca Meadows LFG,ACR,No,Registered,Waste Management,Landfill Methane,,North America,United States,NEW YORK,Waterloo,Seneca Meadows,2470626,1607623,863003,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170626,409787,502389,639196,278098,470530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,14100,59798,228791,310599,160360,248104,197455,224645,158771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170626,382119,170901,12094,78929,48334,0,0,0,0,0,0,,,,"First Environment, Inc.",,0,ACR,,,,,"Industry, Innovation and Infrastructure; Sustainable Cities and Communities; Climate Action",Landfill Gas Capture & Combustion,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34739,135887,409787,464652,346334,419029,189668,470530,0,0,0,0,,,202104,2010
ACR127,Steuben County DPW LFG,ACR,No,Completed,Waste Management,Landfill Methane,,North America,United States,NEW YORK,Bath,Environmental Capital LLC,129180,109280,19900,2005,0,0,0,0,0,0,0,0,0,19900,51249,58031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"First Environment, Inc.",,0,ACR,,,,,,Landfill Gas Capture & Combustion,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,0,129180,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,2005
ACR128,Streator LFG to Energy,ACR,No,Completed,Waste Management,Landfill Methane,,North America,United States,ILLINOIS,Streator,Biogas Energy Solutions,47150,32696,14454,2006,0,0,0,0,0,0,0,0,0,0,32696,14454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32696,0,0,0,0,0,0,0,0,0,0,0,0,0,14454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ERT,,0,ACR,,,,,,Landfill Gas Capture & Combustion,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,47150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,2006
ACR129,Tecnosol Solar Electrification,ACR,No,Completed,Renewable Energy,Solar - Distributed,,Central America,Nicaragua,,Nicaragua,E+Co,3913,0,3913,2005,0,0,0,0,0,0,0,0,0,473,1586,1854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,1586,1854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ERT,,0,ACR,,,,,,Renewable Energy,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,3913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,2005
ACR130,"Truck Stop Electrification, Alabama",ACR,No,Registered,Transportation,Truck Stop Electrification,,North America,United States,ALABAMA,Alabama,IdleAir,8356,8130,226,2004,0,0,0,0,0,0,0,0,535,793,869,1880,2463,1676,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328,0,425,1198,837,429,0,921,2992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ruby Canyon Environment,,0,ACR,,,,,,Transport / Fleet Efficiency,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,2768,0,0,0,0,0,0,0,0,5588,0,0,0,0,0,,,202104,2004
ACR131,"Truck Stop Electrification, Arizona",ACR,No,Registered,Transportation,Truck Stop Electrification,,North America,United States,ARIZONA,Arizona,IdleAir,11104,9051,2053,2006,0,0,0,0,0,0,0,0,0,0,615,3984,3997,2315,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,0,1663,193,2183,3636,761,0,0,0,0,0,0,0,0,0,0,0,0,138,0,1915,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ruby Canyon Environment,,0,ACR,,,,,,Transport / Fleet Efficiency,https://acr2.apx.com/myModule/rpt/myrpt.asp?r=111,,0,0,0,0,0,0,0,0,0,0,0,2278,0,0,0,0,0,0,0,0,8826,0,0,0,0,0,,,202104,2006
