Project ID,Project Name,Voluntary Registry,"ARB Project",Voluntary Status,Scope, Type,Methodology / Protocol,Region,Country,State,Project Site Location,Project Developer,"Total Credits Issued","Total Credits Retired",Total Credits Remaining,First Year of Project,Issued by Reporting 1996,Issued by Reporting 1997,Issued by Reporting 1998,Issued by Reporting 1999,Issued by Reporting 2000,Issued by Reporting 2001,Issued by Reporting 2002,Issued by Reporting 2003,Issued by Reporting 2004,Issued by Reporting 2005,Issued by Reporting 2006,Issued by Reporting 2007,Issued by Reporting 2008,Issued by Reporting 2009,Issued by Reporting 2010,Issued by Reporting 2011,Issued by Reporting 2012,Issued by Reporting 2013,Issued by Reporting 2014,Issued by Reporting 2015,Issued by Reporting 2016,Issued by Reporting 2017,Issued by Reporting 2018,Issued by Reporting 2019,Issued by Reporting 2020,Issued by Reporting 2021,Retired 1996,Retired 1997,Retired 1998,Retired 1999,Retired 2000,Retired 2001,Retired 2002,Retired 2003,Retired 2004,Retired 2005,Retired 2006,Retired 2007,Retired 2008,Retired 2009,Retired 2010,Retired 2011,Retired 2012,Retired 2013,Retired 2014,Retired 2015,Retired 2016,Retired 2017,Retired 2018,Retired 2019,Retired 2020,Retired 2021,"Year Unknown",Remaining 1996,Remaining 1997,Remaining 1998,Remaining 1999,Remaining 2000,Remaining 2001,Remaining 2002,Remaining 2003,Remaining 2004,Remaining 2005,Remaining 2006,Remaining 2007,Remaining 2008,Remaining 2009,Remaining 2010,Remaining 2011,Remaining 2012,Remaining 2013,Remaining 2014,Remaining 2015,Remaining 2016,Remaining 2017,Remaining 2018,Remaining 2019,Remaining 2020,Remaining 2021,Project Owner ,Offset Project Operator ,Authorized Project Designee,Verifier,Estimated Annual Emission Reductions,PERs,Registry / ARB,ARB Project Detail,ARB ID,Project Listed,Project Registered ,CCB / Certifications,Project Type,"Registry Documents",Project Website,Issued 1996,Issued 1997,Issued 1998,Issued 1999,Issued 2000,Issued 2001,Issued 2002,Issued 2003,Issued 2004,Issued 2005,Issued 2006,Issued 2007,Issued 2008,Issued 2009,Issued 2010,Issued 2011,Issued 2012,Issued 2013,Issued 2014,Issued 2015,Issued 2016,Issued 2017,Issued 2018,Issued 2019,Issued 2020,Issued 2021,Notes from Registry,Notes from Berkeley Carbon Trading Project,Date added to database,"first issuance yr (no hard code, hide w formulas)"
GS1308,Germiyan 9.6 MW WPP,GOLD,No,LISTED,Renewable Energy,Wind,AMS-I.C. Thermal energy production with or without electricity,Middle East,Turkey,,,Life Iklim ve Enerji Ltd. Sti.,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,15250,0,GOLD,,,,,,WIND,https://platform.sustain-cert.com/public-project/185,https://registry.goldstandard.org/projects/details/178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,0
GS1309,Low cost irrigation devices programme in India,GOLD,No,GOLD_STANDARD_CERTIFIED_DESIGN,Agriculture,Improved Irrigation Management,AMS-I.B. Mechanical energy for the user with or without electrical energy,South Asia,India,,,International Development Enterprises (India),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,GOLD,,,,,,OTHER,https://platform.sustain-cert.com/public-project/186,https://registry.goldstandard.org/projects/details/179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,0
GS1310,GS1309 Low cost irrigation devices programme in India-VPA 01,GOLD,No,GOLD_STANDARD_CERTIFIED_PROJECT,Agriculture,Improved Irrigation Management,AMS-I.B. Mechanical energy for the user with or without electrical energy,South Asia,India,,,International Development Enterprises (India),27868,27868,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2050,12921,12897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,16363,8500,2008,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,International Development Enterprises (India),,,,9005,0,GOLD,,,,,,OTHER,https://platform.sustain-cert.com/public-project/187,https://registry.goldstandard.org/projects/details/180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27868,0,0,0,0,0,0,0,,,202104,2011
GS1311,GS1309 Low cost irrigation devices programme in India-VPA 02,GOLD,No,GOLD_STANDARD_CERTIFIED_PROJECT,Agriculture,Improved Irrigation Management,AMS-I.B. Mechanical energy for the user with or without electrical energy,South Asia,India,,,International Development Enterprises (India),25198,25198,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12334,12864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6423,13507,5011,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,International Development Enterprises (India),,,,10284,0,GOLD,,,,,,OTHER,https://platform.sustain-cert.com/public-project/188,https://registry.goldstandard.org/projects/details/181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25198,0,0,0,0,0,0,0,,,202104,2012
GS1312,GS1309 Low cost irrigation devices programme in India-VPA 03,GOLD,No,GOLD_STANDARD_CERTIFIED_PROJECT,Agriculture,Improved Irrigation Management,AMS-I.B. Mechanical energy for the user with or without electrical energy,South Asia,India,,,International Development Enterprises (India),24949,24949,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12235,12714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8020,16113,562,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,International Development Enterprises (India),,,,10300,0,GOLD,,,,,,OTHER,https://platform.sustain-cert.com/public-project/189,https://registry.goldstandard.org/projects/details/182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24949,0,0,0,0,0,0,0,,,202104,2012
GS1313,GS1309 Low cost irrigation devices programme in India-VPA 04,GOLD,No,GOLD_STANDARD_CERTIFIED_PROJECT,Agriculture,Improved Irrigation Management,AMS-I.B. Mechanical energy for the user with or without electrical energy,South Asia,India,,,International Development Enterprises (India),25030,25030,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12271,12759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22893,1360,522,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,International Development Enterprises (India),,,,11570,0,GOLD,,,,,,OTHER,https://impact.sustain-cert.com/public_projects/194,https://registry.goldstandard.org/projects/details/183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25030,0,0,0,0,0,0,0,,,202104,2012
GS1314,GS1309 Low cost irrigation devices programme in India-VPA 05,GOLD,No,GOLD_STANDARD_CERTIFIED_PROJECT,Agriculture,Improved Irrigation Management,AMS-I.B. Mechanical energy for the user with or without electrical energy,South Asia,India,,,International Development Enterprises (India),25181,25181,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12330,12851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15879,9045,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,International Development Enterprises (India),,,,12437,0,GOLD,,,,,,OTHER,https://platform.sustain-cert.com/public-project/190,https://registry.goldstandard.org/projects/details/184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25181,0,0,0,0,0,0,0,,,202104,2012
GS1315,GS1309 Low cost irrigation devices programme in India-VPA 06,GOLD,No,GOLD_STANDARD_CERTIFIED_PROJECT,Agriculture,Improved Irrigation Management,AMS-I.B. Mechanical energy for the user with or without electrical energy,South Asia,India,,,International Development Enterprises (India),20596,20596,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7814,12782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7814,12527,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,International Development Enterprises (India),,,,12904,0,GOLD,,,,,,OTHER,https://platform.sustain-cert.com/public-project/191,https://registry.goldstandard.org/projects/details/185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20596,0,0,0,0,0,0,0,,,202104,2012
GS1316,"ERH â€“ Biogas recovery, heat and electricity generation from effluents ponds in Honduras",GOLD,No,LISTED,Household & Community,Biodigesters,AMS-I.C. Thermal energy production with or without electricity,Central America,Honduras,,,Energia Renovable Hondupalma (ERH),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,38665,0,GOLD,,,,,,BIOGAS_COGENERATION,https://platform.sustain-cert.com/public-project/192,https://registry.goldstandard.org/projects/details/186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,0
GS1317,Rehabilitation and Extension of Itete Hospital Hydropower Station,GOLD,No,LISTED,Renewable Energy,Hydropower,GS TPDDTEC v 1.,Sub Saharan Africa,Tanzania,,,Klima ohne Grenzen gGmbH,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,664,0,GOLD,,,,,,SMALL_LOW_IMPACT_HYDRO,https://platform.sustain-cert.com/public-project/193,https://registry.goldstandard.org/projects/details/187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,0
GS1318,Yalova Wind Power Plant Project,GOLD,No,LISTED,Renewable Energy,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,Turkey,,,Bereket Enerji ÃƒÅ“retim A.S.,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,85664,0,GOLD,,,,,,WIND,https://platform.sustain-cert.com/public-project/194,https://registry.goldstandard.org/projects/details/188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,0
GS1319,Manavgat Landfill Gas to Electricity Project,GOLD,No,LISTED,Waste Management,Landfill Methane,NULL,Middle East,Turkey,,,FutureCamp Climate GmbH,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,30000,0,GOLD,,,,,,BIOGAS_ELECTRICITY,https://platform.sustain-cert.com/public-project/195,https://registry.goldstandard.org/projects/details/189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,0
GS1321,Ecofiltro Guatemala Improved Stoves and Water Purification Project,GOLD,No,GOLD_STANDARD_CERTIFIED_PROJECT,Household & Community,Bundled Energy Efficiency,GS TPDDTEC v3.1,Central America,Guatemala,,,Natural Capital Partners,1049312,1019138,30174,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35321,165780,277110,150559,168215,136118,116209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53846,41503,73673,114018,210599,120294,231248,173957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6637,3002,3364,14624,2547,0,0,Natural Capital Partners,,,,214032,0,GOLD,,,,,,ENERGY_EFFICIENCY_DOMESTIC,https://platform.sustain-cert.com/public-project/196,https://registry.goldstandard.org/projects/details/1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54846,206161,0,289542,0,302269,196494,0,,,202104,2013
GS1322,Balabanli Wind Power Plant,GOLD,No,GOLD_STANDARD_CERTIFIED_PROJECT,Renewable Energy,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,Turkey,,,BORUSAN ENBW ENERJI YATIRIMLARI VE ÃœRETIM A.S.,557155,169826,387329,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51477,90907,95655,101875,112495,104746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74639,41985,53202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,68000,132,101875,112495,104746,0,0,BORUSAN ENBW ENERJI YATIRIMLARI VE ÜRETIM A.S.,,,,104843,0,GOLD,,,,,,WIND,https://platform.sustain-cert.com/public-project/197,https://registry.goldstandard.org/projects/details/190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238039,0,0,319116,,,202104,2014
GS1323,ARI-EN BUNDLED WPPs,GOLD,No,LISTED,Renewable Energy,Wind,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,Turkey,,,GTE KARBON SUSTAINABLE ENERJI  EGITIM DANISMANLIK VE TICARET A.S.,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,19221,0,GOLD,,,,,,WIND,https://platform.sustain-cert.com/public-project/198,https://registry.goldstandard.org/projects/details/191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,0
GS1324,Paradigm Sub Saharan Africa Cook Stove Programme,GOLD,No,GOLD_STANDARD_CERTIFIED_DESIGN,Household & Community,Cookstoves,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,Rwanda,,,The Paradigm Project,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,GOLD,,,,,,ENERGY_EFFICIENCY_DOMESTIC,https://platform.sustain-cert.com/public-project/199,https://registry.goldstandard.org/projects/details/192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,0
GS1325,GS 1324: Paradigm Sub Saharan Africa Programme of Activities - Rwanda 01 (TPP-Ã‚Â,GOLD,No,GOLD_STANDARD_CERTIFIED_DESIGN,Household & Community,Cookstoves,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,Rwanda,,,The Paradigm Project,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,30280,0,GOLD,,,,,,ENERGY_EFFICIENCY_DOMESTIC,https://platform.sustain-cert.com/public-project/200,https://registry.goldstandard.org/projects/details/193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,0
GS1327,Maslaktepe Wind Power Plant,GOLD,No,LISTED,Renewable Energy,Wind,NULL,Middle East,Turkey,,,Eni Enerji Insaat Taah. Tic. ve San. A.S.,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,48000,0,GOLD,,,,,,WIND,https://platform.sustain-cert.com/public-project/201,https://registry.goldstandard.org/projects/details/194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,0
GS1329,GS1265 - Rwanda Biomass Conservation - VPA (1) - African Biomass Energy Conservation POA,GOLD,No,GOLD_STANDARD_CERTIFIED_PROJECT,Household & Community,Cookstoves,GS TPDDTEC v 1.,Sub Saharan Africa,Rwanda,,,Hestian Innovation,17299,17149,150,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5132,5587,6580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16702,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,0,0,0,0,0,0,0,Hestian Innovation,,,,10000,0,GOLD,,,,,,ENERGY_EFFICIENCY_DOMESTIC,https://platform.sustain-cert.com/public-project/202,https://registry.goldstandard.org/projects/details/195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7427,9872,0,0,0,0,0,0,,,202104,2012
GS1330,GS1265 - African Biomass Energy Conservation POA - Malawi Biomass Conservation - Dowa District,GOLD,No,GOLD_STANDARD_CERTIFIED_DESIGN,Household & Community,Cookstoves,GS TPDDTEC v 1.,Sub Saharan Africa,Malawi,,,Hestian Innovation,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,10000,0,GOLD,,,,,,ENERGY_EFFICIENCY_DOMESTIC,https://platform.sustain-cert.com/public-project/203,https://registry.goldstandard.org/projects/details/196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,0
GS1332,GS1290: NativeEnergy Clean Water Programme Central America: VPA (01) Honduras,GOLD,No,GOLD_STANDARD_CERTIFIED_PROJECT,Household & Community,Clean Water,GS TPDDTEC v 1.,Central America,Honduras,,,"NativeEnergy, Inc.",47044,26867,20177,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2264,5111,5369,3058,6968,10086,10370,3648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9780,1120,6067,9800,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,139,6064,10290,3648,0,NativeEnergy Inc.,,,,10000,0,GOLD,,,,,,ENERGY_EFFICIENCY_DOMESTIC,https://platform.sustain-cert.com/public-project/204,https://registry.goldstandard.org/projects/details/1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10560,0,6484,10000,10000,10000,0,,,202104,2012
GS1333,Kizilcaterzi Wind Power Plant,GOLD,No,LISTED,Renewable Energy,Wind,NULL,Middle East,Turkey,,,Fina Enerji Holding A.Åž.,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,24850,0,GOLD,,,,,,WIND,https://platform.sustain-cert.com/public-project/205,https://registry.goldstandard.org/projects/details/197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,0
GS1334,Distribution of Energy Savings Lamps in Madagascar - Project 1,GOLD,No,GOLD_STANDARD_CERTIFIED_PROJECT,Household & Community,Lighting,AMS-II.J. Demand-side activities for efficient lighting technologies ,Sub Saharan Africa,Madagascar,,,myclimate Foundation,23982,23648,334,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6929,6391,5854,4808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3465,3132,2869,0,2410,11772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,117,90,0,0,0,myclimate Foundation,,,,5229,0,GOLD,,,,,,ENERGY_EFFICIENCY_DOMESTIC,https://platform.sustain-cert.com/public-project/206,https://registry.goldstandard.org/projects/details/159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6929,6391,5854,0,4808,0,,,202104,2015
GS1336,Komurcuoda MSW Mechanical and Biological Treatment (MBT) and Recycling Project,GOLD,No,GOLD_STANDARD_CERTIFIED_DESIGN,Waste Management,Waste Recycling,ACM0022 Alternative waste treatment processes,Middle East,Turkey,,,Hereko Ist 1 Atik Yon Nak Loj Elk Ure San Tic A.S.,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,176047,0,GOLD,,,,,,OTHER,https://platform.sustain-cert.com/public-project/207,https://registry.goldstandard.org/projects/details/198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,0
GS1337,POLATLI BIOGAS PLANT,GOLD,No,LISTED,Agriculture,Manure Methane Digester,NULL,Middle East,Turkey,,,GTE KARBON SUSTAINABLE ENERJI  EGITIM DANISMANLIK VE TICARET A.S.,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,20000,0,GOLD,,,,,,BIOGAS_COGENERATION,https://platform.sustain-cert.com/public-project/208,https://registry.goldstandard.org/projects/details/199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,0
GS1338,GS1302 MicroScale Solar Photovoltaic Programme VPA1,GOLD,No,LISTED,Renewable Energy,Solar Lighting,AMS-I.L. Electrification of rural communities using renewable energy,South Asia,Bangladesh,,,CO2balance UK ltd,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,10000,0,GOLD,,,,,,SOLAR_THERMAL_ELECTRICITY,https://platform.sustain-cert.com/public-project/1414,https://registry.goldstandard.org/projects/details/1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,0
GS1340,Efficient Cookstoves in Burkina Faso (PoA),GOLD,No,GOLD_STANDARD_CERTIFIED_DESIGN,Household & Community,Cookstoves,NULL,Sub Saharan Africa,Burkina Faso,,,Tiipaalga,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,GOLD,,,,,,ENERGY_EFFICIENCY_DOMESTIC,https://platform.sustain-cert.com/public-project/210,https://registry.goldstandard.org/projects/details/1431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,0
GS1342,Pitane WPP,GOLD,No,LISTED,Renewable Energy,Wind,AMS-I.D. Grid connected renewable electricity generation,Middle East,Turkey,,,BorgaCarbon Consultancy Ltd.,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,10000,0,GOLD,,,,,,WIND,https://platform.sustain-cert.com/public-project/211,https://registry.goldstandard.org/projects/details/201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,0
GS1343,MicroEnergy Credits - Microfinance for Clean Energy Product Lines - Mongolia,GOLD,No,LISTED,Household & Community,Bundled Energy Efficiency,AMS-II.E. Energy efficiency and fuel switching measures for buildings,East Asia,Mongolia,,,MicroEnergy Credits,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,GOLD,,,,,,ENERGY_EFFICIENCY_DOMESTIC,https://platform.sustain-cert.com/public-project/212,https://registry.goldstandard.org/projects/details/202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,0
GS1344,MicroEnergy Credits - Microfinance for Clean Energy Product Lines - Mongolia - CPA No.001: XacBank LLC,GOLD,No,LISTED,Household & Community,Bundled Energy Efficiency,AMS-II.E. Energy efficiency and fuel switching measures for buildings,East Asia,Mongolia,,,MicroEnergy Credits,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,50133,0,GOLD,,,,,,ENERGY_EFFICIENCY_DOMESTIC,https://platform.sustain-cert.com/public-project/213,https://registry.goldstandard.org/projects/details/203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,202104,0
